GENESIS-Tabelle: 12411-07-01-5-B
Durchschnittsalter der Bevölkerung;;;;;
- Stichtag 31.12. - regionale Ebenen;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;
;;;Durchschnittsalter der Bevölkerung;Durchschnittsalter der Bevölkerung;Durchschnittsalter der Bevölkerung
;;;;männlich;weiblich
;;;Jahre;Jahre;Jahre
31.12.2015;13057089;Wendisch Baggendorf;-;-;-
31.12.2015;13057090;Wendorf;-;-;-
31.12.2015;13057091;Wieck a. Darß;-;-;-
31.12.2015;13057092;Wilmshagen;-;-;-
31.12.2015;13057093;Wittenhagen;-;-;-
31.12.2015;13057094;Wustrow;-;-;-
31.12.2015;13057095;Zarrendorf;-;-;-
31.12.2015;13057096;Zingst;-;-;-
31.12.2015;13057097;Süderholz;-;-;-
31.12.2015;13057098;Divitz-Spoldershagen;-;-;-
31.12.2015;13057099;Gremersdorf-Buchholz;-;-;-
31.12.2015;13057100;Millienhagen-Oebelitz;-;-;-
31.12.2015;13057101;Kenz-Küstrow;-;-;-
31.12.2015;13057102;Ahrenshagen-Daskow;-;-;-
31.12.2015;13057103;Lindholz;-;-;-
31.12.2015;13057104;Sundhagen;-;-;-
31.12.2015;13058001;Alt Meteln;-;-;-
31.12.2015;13058003;Bad Kleinen;-;-;-
31.12.2015;13058004;Badow;-;-;-
31.12.2015;13058005;Barnekow;-;-;-
31.12.2015;13058007;Benz;-;-;-
31.12.2015;13058008;Bernstorf;-;-;-
31.12.2015;13058009;Bibow;-;-;-
31.12.2015;13058010;Blowatz;-;-;-
31.12.2015;13058012;Boiensdorf;-;-;-
31.12.2015;13058014;Boltenhagen;-;-;-
31.12.2015;13058015;Börzow;-;-;-
31.12.2015;13058016;Brüsewitz;-;-;-
31.12.2015;13058018;Carlow;-;-;-
31.12.2015;13058019;Cramonshagen;-;-;-
31.12.2015;13058020;Dalberg-Wendelstorf;-;-;-
31.12.2015;13058021;Damshagen;-;-;-
31.12.2015;13058022;Dassow, Stadt;-;-;-
31.12.2015;13058023;Dechow;-;-;-
31.12.2015;13058025;Dorf Mecklenburg;-;-;-
31.12.2015;13058026;Dragun;-;-;-
31.12.2015;13058028;Gadebusch, Stadt;-;-;-
31.12.2015;13058029;Gägelow;-;-;-
31.12.2015;13058030;Glasin;-;-;-
31.12.2015;13058031;Gottesgabe;-;-;-
31.12.2015;13058032;Grambow;-;-;-
31.12.2015;13058034;Grevesmühlen, Stadt;-;-;-
31.12.2015;13058035;Grieben;-;-;-
31.12.2015;13058038;Groß Molzahn;-;-;-
31.12.2015;13058041;Groß Siemz;-;-;-
31.12.2015;13058042;Groß Stieten;-;-;-
31.12.2015;13058045;Hanshagen;-;-;-
31.12.2015;13058047;Hohen Viecheln;-;-;-
31.12.2015;13058048;Holdorf;-;-;-
31.12.2015;13058049;Hornstorf;-;-;-
31.12.2015;13058050;Insel Poel;-;-;-
31.12.2015;13058051;Jesendorf;-;-;-
31.12.2015;13058053;Klein Trebbow;-;-;-
31.12.2015;13058054;Klütz, Stadt;-;-;-
31.12.2015;13058055;Kneese;-;-;-
31.12.2015;13058056;Köchelstorf;-;-;-
31.12.2015;13058058;Krembz;-;-;-
31.12.2015;13058059;Krusenhagen;-;-;-
31.12.2015;13058060;Lockwisch;-;-;-
31.12.2015;13058062;Lübberstorf;-;-;-
31.12.2015;13058063;Lübow;-;-;-
31.12.2015;13058064;Lübstorf;-;-;-
31.12.2015;13058065;Lüdersdorf;-;-;-
31.12.2015;13058066;Lützow;-;-;-
31.12.2015;13058067;Mallentin;-;-;-
31.12.2015;13058068;Menzendorf;-;-;-
31.12.2015;13058069;Metelsdorf;-;-;-
31.12.2015;13058071;Mühlen Eichsen;-;-;-
31.12.2015;13058072;Nesow;-;-;-
31.12.2015;13058073;Neuburg;-;-;-
31.12.2015;13058074;Neukloster, Stadt;-;-;-
31.12.2015;13058075;Niendorf;-;-;-
31.12.2015;13058076;Papenhusen;-;-;-
31.12.2015;13058078;Passee;-;-;-
31.12.2015;13058079;Perlin;-;-;-
31.12.2015;13058080;Pingelshagen;-;-;-
31.12.2015;13058081;Plüschow;-;-;-
31.12.2015;13058082;Pokrent;-;-;-
31.12.2015;13058084;Rehna, Stadt;-;-;-
31.12.2015;13058085;Renzow;-;-;-
31.12.2015;13058086;Rieps;-;-;-
31.12.2015;13058087;Roduchelstorf;-;-;-
31.12.2015;13058088;Roggendorf;-;-;-
31.12.2015;13058089;Roggenstorf;-;-;-
31.12.2015;13058090;Rögnitz;-;-;-
31.12.2015;13058091;Rüting;-;-;-
31.12.2015;13058092;Schimm;-;-;-
31.12.2015;13058093;Schlagsdorf;-;-;-
31.12.2015;13058094;Schönberg, Stadt;-;-;-
31.12.2015;13058095;Seehof;-;-;-
31.12.2015;13058096;Selmsdorf;-;-;-
31.12.2015;13058098;Testorf-Steinfort;-;-;-
31.12.2015;13058099;Thandorf;-;-;-
31.12.2015;13058100;Upahl;-;-;-
31.12.2015;13058101;Utecht;-;-;-
31.12.2015;13058102;Veelböken;-;-;-
31.12.2015;13058103;Ventschow;-;-;-
31.12.2015;13058104;Vitense;-;-;-
31.12.2015;13058105;Warin, Stadt;-;-;-
31.12.2015;13058106;Warnow;-;-;-
31.12.2015;13058107;Wedendorf;-;-;-
31.12.2015;13058108;Zickhusen;-;-;-
31.12.2015;13058109;Zierow;-;-;-
31.12.2015;13058110;Zurow;-;-;-
31.12.2015;13058111;Züsow;-;-;-
31.12.2015;13058112;Moor-Rolofshagen;-;-;-
31.12.2015;13058113;Kalkhorst;-;-;-
31.12.2015;13058114;Bobitz;-;-;-
31.12.2015;13058115;Königsfeld;-;-;-
31.12.2015;13058116;Hohenkirchen;-;-;-
31.12.2015;13058117;Schildetal;-;-;-
31.12.2015;13058118;Damshagen;-;-;-
31.12.2015;13059002;Anklam, Stadt;-;-;-
31.12.2015;13059003;Bandelin;-;-;-
31.12.2015;13059005;Bargischow;-;-;-
31.12.2015;13059006;Behrenhoff;-;-;-
31.12.2015;13059007;Benz;-;-;-
31.12.2015;13059008;Blesewitz;-;-;-
31.12.2015;13059009;Boldekow;-;-;-
31.12.2015;13059011;Brünzow;-;-;-
31.12.2015;13059012;Buddenhagen;-;-;-
31.12.2015;13059013;Bugewitz;-;-;-
31.12.2015;13059014;Buggenhagen;-;-;-
31.12.2015;13059015;Butzow;-;-;-
31.12.2015;13059016;Dargelin;-;-;-
31.12.2015;13059017;Dargen;-;-;-
31.12.2015;13059018;Dersekow;-;-;-
31.12.2015;13059019;Diedrichshagen;-;-;-
31.12.2015;13059020;Drewelow;-;-;-
31.12.2015;13059021;Ducherow;-;-;-
31.12.2015;13059022;Garz;-;-;-
31.12.2015;13059023;Gribow;-;-;-
31.12.2015;13059025;Groß Kiesow;-;-;-
31.12.2015;13059027;Groß Polzin;-;-;-
31.12.2015;13059028;Gützkow, Stadt;-;-;-
31.12.2015;13059029;Hanshagen;-;-;-
31.12.2015;13059031;Hinrichshagen;-;-;-
31.12.2015;13059032;Hohendorf;-;-;-
31.12.2015;13059033;Iven;-;-;-
31.12.2015;13059034;Japenzin;-;-;-
31.12.2015;13059036;Kamminke;-;-;-
31.12.2015;13059037;Karlsburg;-;-;-
31.12.2015;13059038;Karlshagen;-;-;-
31.12.2015;13059039;Katzow;-;-;-
31.12.2015;13059040;Kemnitz;-;-;-
31.12.2015;13059041;Klein Bünzow;-;-;-
31.12.2015;13059042;Kölzin;-;-;-
31.12.2015;13059043;Korswandt;-;-;-
31.12.2015;13059044;Koserow;-;-;-
31.12.2015;13059045;Krien;-;-;-
31.12.2015;13059046;Kröslin;-;-;-
31.12.2015;13059047;Krummin;-;-;-
31.12.2015;13059048;Krusenfelde;-;-;-
31.12.2015;13059049;Lassan, Stadt;-;-;-
31.12.2015;13059050;Levenhagen;-;-;-
31.12.2015;13059051;Liepen;-;-;-
31.12.2015;13059052;Loddin;-;-;-
31.12.2015;13059053;Loissin;-;-;-
31.12.2015;13059054;Löwitz;-;-;-
31.12.2015;13059055;Lubmin;-;-;-
31.12.2015;13059057;Lühmannsdorf;-;-;-
31.12.2015;13059058;Lüssow;-;-;-
31.12.2015;13059059;Lütow;-;-;-
31.12.2015;13059060;Medow;-;-;-
31.12.2015;13059062;Mesekenhagen;-;-;-
31.12.2015;13059063;Mölschow;-;-;-
31.12.2015;13059065;Murchin;-;-;-
31.12.2015;13059066;Neetzow;-;-;-
31.12.2015;13059069;Neu Boltenhagen;-;-;-
31.12.2015;13059070;Neu Kosenow;-;-;-
31.12.2015;13059071;Neuendorf A;-;-;-
31.12.2015;13059072;Neuendorf B;-;-;-
31.12.2015;13059073;Neuenkirchen;-;-;-
31.12.2015;13059074;Neuenkirchen;-;-;-
31.12.2015;13059075;Peenemünde;-;-;-
31.12.2015;13059076;Pelsin;-;-;-
31.12.2015;13059077;Postlow;-;-;-
31.12.2015;13059078;Pudagla;-;-;-
31.12.2015;13059079;Pulow;-;-;-
31.12.2015;13059080;Putzar;-;-;-
31.12.2015;13059081;Rankwitz;-;-;-
31.12.2015;13059083;Rathebur;-;-;-
31.12.2015;13059084;Rossin;-;-;-
31.12.2015;13059085;Rubenow;-;-;-
31.12.2015;13059086;Rubkow;-;-;-
31.12.2015;13059087;Sarnow;-;-;-
31.12.2015;13059088;Sauzin;-;-;-
31.12.2015;13059089;Schmatzin;-;-;-
31.12.2015;13059091;Spantekow;-;-;-
31.12.2015;13059093;Stolpe;-;-;-
31.12.2015;13059094;Stolpe auf Usedom;-;-;-
31.12.2015;13059095;Trassenheide;-;-;-
31.12.2015;13059096;Ückeritz;-;-;-
31.12.2015;13059097;Usedom, Stadt;-;-;-
31.12.2015;13059098;Wackerow;-;-;-
31.12.2015;13059099;Weitenhagen;-;-;-
31.12.2015;13059100;Wietstock;-;-;-
31.12.2015;13059101;Wolgast, Stadt;-;-;-
31.12.2015;13059102;Wrangelsburg;-;-;-
31.12.2015;13059103;Wusterhusen;-;-;-
31.12.2015;13059104;Zemitz;-;-;-
31.12.2015;13059105;Zempin;-;-;-
31.12.2015;13059106;Ziethen;-;-;-
31.12.2015;13059107;Zinnowitz;-;-;-
31.12.2015;13059109;Zirchow;-;-;-
31.12.2015;13059110;Züssow;-;-;-
31.12.2015;13059111;Mellenthin;-;-;-
31.12.2015;13059112;Heringsdorf;-;-;-
31.12.2015;13060001;Banzkow;-;-;-
31.12.2015;13060003;Barnin;-;-;-
31.12.2015;13060004;Blankenberg;-;-;-
31.12.2015;13060005;Borkow;-;-;-
31.12.2015;13060006;Broock;-;-;-
31.12.2015;13060007;Brüel, Stadt;-;-;-
31.12.2015;13060008;Bülow;-;-;-
31.12.2015;13060009;Cambs;-;-;-
31.12.2015;13060010;Crivitz, Stadt;-;-;-
31.12.2015;13060011;Dabel;-;-;-
31.12.2015;13060012;Damm;-;-;-
31.12.2015;13060013;Demen;-;-;-
31.12.2015;13060014;Diestelow;-;-;-
31.12.2015;13060015;Dobbertin;-;-;-
31.12.2015;13060016;Domsühl;-;-;-
31.12.2015;13060017;Friedrichsruhe;-;-;-
31.12.2015;13060020;Ganzlin;-;-;-
31.12.2015;13060021;Gischow;-;-;-
31.12.2015;13060022;Gneven;-;-;-
31.12.2015;13060024;Godern;-;-;-
31.12.2015;13060025;Göhren;-;-;-
31.12.2015;13060026;Goldberg, Stadt;-;-;-
31.12.2015;13060027;Goldenstädt;-;-;-
31.12.2015;13060028;Granzin;-;-;-
31.12.2015;13060029;Grebbin;-;-;-
31.12.2015;13060030;Groß Godems;-;-;-
31.12.2015;13060032;Groß Niendorf;-;-;-
31.12.2015;13060033;Herzberg;-;-;-
31.12.2015;13060035;Hohen Pritz;-;-;-
31.12.2015;13060036;Karbow-Vietlübbe;-;-;-
31.12.2015;13060037;Karow;-;-;-
31.12.2015;13060038;Karrenzin;-;-;-
31.12.2015;13060039;Klinken;-;-;-
31.12.2015;13060040;Kobrow;-;-;-
31.12.2015;13060041;Kreien;-;-;-
31.12.2015;13060042;Kritzow;-;-;-
31.12.2015;13060045;Langen Brütz;-;-;-
31.12.2015;13060046;Langen Jarchow;-;-;-
31.12.2015;13060047;Langenhagen;-;-;-
31.12.2015;13060048;Leezen;-;-;-
31.12.2015;13060049;Lübz, Stadt;-;-;-
31.12.2015;13060050;Lutheran;-;-;-
31.12.2015;13060051;Marnitz;-;-;-
31.12.2015;13060052;Matzlow-Garwitz;-;-;-
31.12.2015;13060053;Mestlin;-;-;-
31.12.2015;13060054;Mustin;-;-;-
31.12.2015;13060055;Neu Poserin;-;-;-
31.12.2015;13060056;Parchim, Stadt;-;-;-
31.12.2015;13060057;Passow;-;-;-
31.12.2015;13060059;Pinnow;-;-;-
31.12.2015;13060060;Plate;-;-;-
31.12.2015;13060061;Plau am See, Stadt;-;-;-
31.12.2015;13060063;Raben Steinfeld;-;-;-
31.12.2015;13060064;Raduhn;-;-;-
31.12.2015;13060067;Rom;-;-;-
31.12.2015;13060070;Severin;-;-;-
31.12.2015;13060071;Siggelkow;-;-;-
31.12.2015;13060072;Spornitz;-;-;-
31.12.2015;13060073;Sternberg, Stadt;-;-;-
31.12.2015;13060074;Stolpe;-;-;-
31.12.2015;13060076;Suckow;-;-;-
31.12.2015;13060077;Sukow;-;-;-
31.12.2015;13060078;Techentin;-;-;-
31.12.2015;13060079;Tessenow;-;-;-
31.12.2015;13060080;Tramm;-;-;-
31.12.2015;13060081;Wahlstorf;-;-;-
31.12.2015;13060082;Weitendorf;-;-;-
31.12.2015;13060083;Wendisch Priborn;-;-;-
31.12.2015;13060084;Wendisch Waren;-;-;-
31.12.2015;13060086;Werder;-;-;-
31.12.2015;13060087;Wessin;-;-;-
31.12.2015;13060088;Witzin;-;-;-
31.12.2015;13060089;Zahrensdorf;-;-;-
31.12.2015;13060090;Zapel;-;-;-
31.12.2015;13060091;Ziegendorf;-;-;-
31.12.2015;13060092;Zölkow;-;-;-
31.12.2015;13060093;Gallin-Kuppentin;-;-;-
31.12.2015;13060094;Barkhagen;-;-;-
31.12.2015;13060095;Buchberg;-;-;-
31.12.2015;13060096;Dobin am See;-;-;-
31.12.2015;13060097;Kuhlen-Wendorf;-;-;-
31.12.2015;13060098;Lewitzrand;-;-;-
31.12.2015;13060099;Techentin;-;-;-
31.12.2015;13061001;Altefähr;-;-;-
31.12.2015;13061002;Altenkirchen;-;-;-
31.12.2015;13061003;Baabe;-;-;-
31.12.2015;13061004;Bergen auf Rügen, Stadt;-;-;-
31.12.2015;13061005;Binz;-;-;-
31.12.2015;13061006;Breege;-;-;-
31.12.2015;13061007;Buschvitz;-;-;-
31.12.2015;13061008;Dranske;-;-;-
31.12.2015;13061009;Dreschvitz;-;-;-
31.12.2015;13061010;Gager;-;-;-
31.12.2015;13061011;Garz/Rügen, Stadt;-;-;-
31.12.2015;13061012;Gingst;-;-;-
31.12.2015;13061013;Glowe;-;-;-
31.12.2015;13061014;Göhren;-;-;-
31.12.2015;13061016;Gustow;-;-;-
31.12.2015;13061017;Insel Hiddensee;-;-;-
31.12.2015;13061019;Kluis;-;-;-
31.12.2015;13061020;Lancken-Granitz;-;-;-
31.12.2015;13061021;Lietzow;-;-;-
31.12.2015;13061022;Lohme;-;-;-
31.12.2015;13061023;Middelhagen;-;-;-
31.12.2015;13061024;Neuenkirchen;-;-;-
31.12.2015;13061025;Parchtitz;-;-;-
31.12.2015;13061026;Patzig;-;-;-
31.12.2015;13061027;Poseritz;-;-;-
31.12.2015;13061028;Putbus, Stadt;-;-;-
31.12.2015;13061029;Putgarten;-;-;-
31.12.2015;13061030;Ralswiek;-;-;-
31.12.2015;13061031;Rambin;-;-;-
31.12.2015;13061032;Rappin;-;-;-
31.12.2015;13061033;Sagard;-;-;-
31.12.2015;13061034;Samtens;-;-;-
31.12.2015;13061035;Sassnitz, Stadt;-;-;-
31.12.2015;13061036;Schaprode;-;-;-
31.12.2015;13061037;Sehlen;-;-;-
31.12.2015;13061038;Sellin;-;-;-
31.12.2015;13061039;Thesenvitz;-;-;-
31.12.2015;13061040;Thiessow;-;-;-
31.12.2015;13061041;Trent;-;-;-
31.12.2015;13061042;Ummanz;-;-;-
31.12.2015;13061043;Wiek;-;-;-
31.12.2015;13061044;Zirkow;-;-;-
31.12.2015;13062001;Ahlbeck;-;-;-
31.12.2015;13062002;Altwarp;-;-;-
31.12.2015;13062003;Altwigshagen;-;-;-
31.12.2015;13062005;Bergholz;-;-;-
31.12.2015;13062007;Blankensee;-;-;-
31.12.2015;13062008;Blumenhagen;-;-;-
31.12.2015;13062009;Boock;-;-;-
31.12.2015;13062010;Brietzig;-;-;-
31.12.2015;13062011;Damerow;-;-;-
31.12.2015;13062012;Eggesin, Stadt;-;-;-
31.12.2015;13062013;Fahrenwalde;-;-;-
31.12.2015;13062014;Ferdinandshof;-;-;-
31.12.2015;13062016;Glasow;-;-;-
31.12.2015;13062017;Grambin;-;-;-
31.12.2015;13062018;Grambow;-;-;-
31.12.2015;13062019;Groß Luckow;-;-;-
31.12.2015;13062021;Hammer a. d. Uecker;-;-;-
31.12.2015;13062022;Heinrichsruh;-;-;-
31.12.2015;13062023;Heinrichswalde;-;-;-
31.12.2015;13062024;Hintersee;-;-;-
31.12.2015;13062025;Jatznick;-;-;-
31.12.2015;13062026;Klein Luckow;-;-;-
31.12.2015;13062027;Koblentz;-;-;-
31.12.2015;13062028;Krackow;-;-;-
31.12.2015;13062029;Krugsdorf;-;-;-
31.12.2015;13062031;Leopoldshagen;-;-;-
31.12.2015;13062032;Liepgarten;-;-;-
31.12.2015;13062033;Löcknitz;-;-;-
31.12.2015;13062034;Luckow;-;-;-
31.12.2015;13062036;Meiersberg;-;-;-
31.12.2015;13062038;Mönkebude;-;-;-
31.12.2015;13062039;Nadrensee;-;-;-
31.12.2015;13062040;Nieden;-;-;-
31.12.2015;13062042;Papendorf;-;-;-
31.12.2015;13062043;Pasewalk, Stadt;-;-;-
31.12.2015;13062044;Penkun, Stadt;-;-;-
31.12.2015;13062045;Plöwen;-;-;-
31.12.2015;13062046;Polzow;-;-;-
31.12.2015;13062047;Ramin;-;-;-
31.12.2015;13062049;Rollwitz;-;-;-
31.12.2015;13062050;Rossow;-;-;-
31.12.2015;13062051;Rothemühl;-;-;-
31.12.2015;13062052;Rothenklempenow;-;-;-
31.12.2015;13062053;Schönwalde;-;-;-
31.12.2015;13062056;Strasburg (Uckermark), Stadt;-;-;-
31.12.2015;13062057;Torgelow-Holländerei;-;-;-
31.12.2015;13062058;Torgelow, Stadt;-;-;-
31.12.2015;13062059;Ueckermünde, Stadt;-;-;-
31.12.2015;13062060;Viereck;-;-;-
31.12.2015;13062061;Vogelsang-Warsin;-;-;-
31.12.2015;13062062;Wilhelmsburg;-;-;-
31.12.2015;13062064;Zerrenthin;-;-;-
31.12.2015;13062065;Züsedom;-;-;-
31.12.2015;13062066;Lübs;-;-;-
31.12.2015;13071001;Alt Schwerin;51,3;49,9;52,7
31.12.2015;13071002;Altenhagen;45,7;46,7;44,6
31.12.2015;13071003;Altenhof;45,1;45,0;45,2
31.12.2015;13071004;Altentreptow, Stadt;48,5;46,3;50,6
31.12.2015;13071005;Ankershagen;48,7;46,9;50,8
31.12.2015;13071006;Bartow;50,5;48,4;52,9
31.12.2015;13071007;Basedow;48,1;47,7;48,6
31.12.2015;13071008;Beggerow;45,5;44,6;46,5
31.12.2015;13071009;Beseritz;50,4;52,7;48,5
31.12.2015;13071010;Blankenhof;46,0;45,2;46,9
31.12.2015;13071011;Blankensee;44,0;42,6;45,6
31.12.2015;13071012;Blumenholz;47,1;46,9;47,4
31.12.2015;13071013;Bollewick;45,6;44,8;46,5
31.12.2015;13071014;Borrentin;45,1;44,4;45,8
31.12.2015;13071015;Bredenfelde;47,1;45,0;49,3
31.12.2015;13071016;Breesen;44,2;40,9;47,4
31.12.2015;13071017;Breest;46,9;45,0;49,0
31.12.2015;13071018;Briggow;48,5;47,4;49,7
31.12.2015;13071019;Brunn;45,2;44,3;46,1
31.12.2015;13071020;Buchholz;46,9;43,7;50,6
31.12.2015;13071021;Burg Stargard, Stadt;44,8;43,3;46,3
31.12.2015;13071022;Burow;46,2;44,2;48,2
31.12.2015;13071023;Bütow;44,3;43,4;45,2
31.12.2015;13071024;Cammin;-;-;-
31.12.2015;13071025;Carpin;46,2;44,7;48,0
31.12.2015;13071026;Cölpin;46,2;46,4;46,1
31.12.2015;13071027;Dargun, Stadt;48,8;46,5;51,1
31.12.2015;13071028;Datzetal;45,9;45,0;46,7
31.12.2015;13071029;Demmin, Hansestadt;48,7;46,8;50,6
31.12.2015;13071030;Duckow;45,0;45,2;44,9
31.12.2015;13071031;Eichhorst;-;-;-
31.12.2015;13071032;Faulenrost;46,8;45,7;48,0
31.12.2015;13071033;Feldberger Seenlandschaft;49,4;47,9;50,8
31.12.2015;13071034;Fincken;47,2;46,4;48,1
31.12.2015;13071035;Friedland, Stadt;48,7;46,4;51,0
31.12.2015;13071036;Fünfseen;47,8;47,5;48,2
31.12.2015;13071037;Galenbeck;48,9;47,5;50,3
31.12.2015;13071038;Genzkow;48,1;47,7;48,7
31.12.2015;13071039;Gielow;47,1;45,5;48,7
31.12.2015;13071040;Glienke;-;-;-
31.12.2015;13071041;Gnevkow;49,3;48,7;49,8
31.12.2015;13071042;Godendorf;49,1;48,6;49,8
31.12.2015;13071043;Göhren-Lebbin;43,1;40,7;46,0
31.12.2015;13071044;Golchen;49,7;49,2;50,2
31.12.2015;13071045;Gotthun;42,4;42,2;42,6
31.12.2015;13071046;Grabow-Below;52,3;47,6;58,6
31.12.2015;13071047;Grabowhöfe;45,2;45,1;45,2
31.12.2015;13071048;Grammentin;46,5;46,6;46,4
31.12.2015;13071049;Grapzow;44,8;43,9;45,7
31.12.2015;13071050;Grischow;47,0;46,2;47,9
31.12.2015;13071051;Groß Dratow;-;-;-
31.12.2015;13071052;Groß Gievitz;-;-;-
31.12.2015;13071053;Groß Kelle;44,9;42,9;46,9
31.12.2015;13071054;Groß Miltzow;45,5;44,5;46,6
31.12.2015;13071055;Groß Nemerow;48,0;47,1;49,0
31.12.2015;13071056;Groß Plasten;45,2;44,8;45,6
31.12.2015;13071057;Groß Teetzleben;46,1;46,1;46,1
31.12.2015;13071058;Grünow;46,9;46,7;47,1
31.12.2015;13071059;Gültz;44,8;43,5;46,1
31.12.2015;13071060;Gülzow;46,0;45,0;47,1
31.12.2015;13071061;Helpt;-;-;-
31.12.2015;13071062;Hinrichshagen;-;-;-
31.12.2015;13071063;Hohen Wangelin;46,6;44,2;49,2
31.12.2015;13071064;Hohenbollentin;48,5;46,4;50,4
31.12.2015;13071065;Hohenmocker;50,2;48,4;52,0
31.12.2015;13071066;Hohenzieritz;47,2;45,0;49,3
31.12.2015;13071067;Holldorf;45,7;45,2;46,3
31.12.2015;13071068;Ivenack;45,4;45,2;45,7
31.12.2015;13071069;Jabel;47,7;46,2;49,3
31.12.2015;13071070;Jürgenstorf;47,8;45,0;50,8
31.12.2015;13071071;Kargow;44,1;43,2;44,9
31.12.2015;13071072;Kentzlin;50,2;49,2;51,1
31.12.2015;13071073;Kieve;51,9;48,5;55,0
31.12.2015;13071074;Kittendorf;51,1;49,5;52,6
31.12.2015;13071075;Klein Vielen;45,6;44,4;46,9
31.12.2015;13071076;Kletzin;45,6;44,3;47,0
31.12.2015;13071077;Klink;47,2;47,4;47,1
31.12.2015;13071078;Klocksin;48,2;48,3;48,1
31.12.2015;13071079;Knorrendorf;46,1;45,8;46,5
31.12.2015;13071080;Kratzeburg;46,2;44,6;48,0
31.12.2015;13071081;Kriesow;46,7;45,8;47,9
31.12.2015;13071082;Krukow;-;-;-
31.12.2015;13071083;Kublank;54,3;50,6;58,8
31.12.2015;13071084;Kummerow;48,3;46,6;50,1
31.12.2015;13071085;Lansen-Schönau;-;-;-
31.12.2015;13071086;Lapitz;-;-;-
31.12.2015;13071087;Lärz;47,4;45,6;49,4
31.12.2015;13071088;Leizen;45,5;43,0;48,3
31.12.2015;13071089;Lindenberg;50,9;48,4;53,5
31.12.2015;13071090;Lindetal;44,4;43,1;45,8
31.12.2015;13071091;Ludorf;46,3;43,5;49,2
31.12.2015;13071092;Malchin, Stadt;49,8;47,1;52,5
31.12.2015;13071093;Malchow, Stadt;48,3;46,7;49,8
31.12.2015;13071094;Mallin;-;-;-
31.12.2015;13071095;Massow;47,9;47,9;47,9
31.12.2015;13071096;Meesiger;52,3;51,8;52,8
31.12.2015;13071097;Melz;48,1;47,0;49,3
31.12.2015;13071098;Mildenitz;-;-;-
31.12.2015;13071099;Mirow, Stadt;50,8;49,0;52,4
31.12.2015;13071100;Möllenbeck;44,8;43,3;46,3
31.12.2015;13071101;Möllenhagen;45,4;44,3;46,6
31.12.2015;13071102;Mölln;44,8;44,1;45,5
31.12.2015;13071103;Moltzow;44,4;43,6;45,2
31.12.2015;13071104;Neddemin;44,9;44,0;45,7
31.12.2015;13071105;Neetzka;47,3;48,0;46,7
31.12.2015;13071106;Neu Gaarz;-;-;-
31.12.2015;13071107;Neubrandenburg, Stadt;46,5;44,5;48,4
31.12.2015;13071108;Neuenkirchen;47,9;48,5;47,3
31.12.2015;13071109;Neukalen, Stadt;49,9;48,5;51,2
31.12.2015;13071110;Neustrelitz, Stadt;47,8;45,7;49,8
31.12.2015;13071111;Neverin;47,2;46,9;47,5
31.12.2015;13071112;Nossendorf;44,1;42,8;45,7
31.12.2015;13071113;Nossentiner Hütte;45,7;45,0;46,4
31.12.2015;13071114;Penkow;42,8;42,7;42,8
31.12.2015;13071115;Penzlin, Stadt;46,0;44,5;47,5
31.12.2015;13071116;Petersdorf;45,2;43,8;47,0
31.12.2015;13071117;Pragsdorf;44,2;42,9;45,6
31.12.2015;13071118;Priborn;48,2;45,8;50,7
31.12.2015;13071119;Priepert;51,1;48,1;54,5
31.12.2015;13071120;Pripsleben;44,3;43,8;44,9
31.12.2015;13071121;Puchow;-;-;-
31.12.2015;13071122;Rechlin;50,2;48,6;51,7
31.12.2015;13071123;Ritzerow;46,4;44,1;48,9
31.12.2015;13071124;Röbel/Müritz, Stadt;49,1;46,6;51,4
31.12.2015;13071125;Röckwitz;45,2;41,6;49,8
31.12.2015;13071126;Roggentin;-;-;-
31.12.2015;13071127;Rosenow;46,9;45,7;48,0
31.12.2015;13071128;Sarow;47,4;44,9;50,0
31.12.2015;13071129;Schloen;-;-;-
31.12.2015;13071130;Schönbeck;45,9;43,7;48,3
31.12.2015;13071131;Schönfeld;46,5;44,6;48,6
31.12.2015;13071132;Schönhausen;49,4;50,7;47,9
31.12.2015;13071133;Schwarz;49,9;48,8;51,0
31.12.2015;13071134;Schwinkendorf;-;-;-
31.12.2015;13071135;Siedenbollentin;48,0;46,7;49,4
31.12.2015;13071136;Siedenbrünzow;45,9;44,5;47,4
31.12.2015;13071137;Sietow;46,4;46,4;46,5
31.12.2015;13071138;Silz;48,4;48,6;48,2
31.12.2015;13071139;Sommersdorf;46,2;46,2;46,2
31.12.2015;13071140;Sponholz;45,9;45,2;46,6
31.12.2015;13071141;Staven;47,8;46,4;49,3
31.12.2015;13071142;Stavenhagen, Reuterstadt, Stadt;47,6;45,1;50,0
31.12.2015;13071143;Stuer;50,9;48,8;53,4
31.12.2015;13071144;Torgelow am See;41,4;39,3;43,6
31.12.2015;13071145;Trollenhagen;46,7;46,5;46,9
31.12.2015;13071146;Tützpatz;46,2;44,5;48,0
31.12.2015;13071147;Userin;48,7;47,9;49,5
31.12.2015;13071148;Utzedel;45,9;45,7;46,2
31.12.2015;13071149;Varchentin;45,4;43,9;47,1
31.12.2015;13071150;Verchen;48,4;47,7;49,2
31.12.2015;13071151;Vielist;-;-;-
31.12.2015;13071152;Vipperow;47,7;48,0;47,3
31.12.2015;13071153;Voigtsdorf;44,2;44,6;43,8
