GENESIS-Tabelle: 12411-07-01-5-B
Durchschnittsalter der Bevölkerung;;;;;
- Stichtag 31.12. - regionale Ebenen;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;
;;;Durchschnittsalter der Bevölkerung;Durchschnittsalter der Bevölkerung;Durchschnittsalter der Bevölkerung
;;;;männlich;weiblich
;;;Jahre;Jahre;Jahre
31.12.2015;09477121;Himmelkron;45,0;43,2;46,7
31.12.2015;09477124;Kasendorf, M;43,5;42,0;45,1
31.12.2015;09477127;Ködnitz;47,6;46,8;48,4
31.12.2015;09477128;Kulmbach, GKSt;47,2;45,2;49,0
31.12.2015;09477129;Kupferberg, St;47,0;45,6;48,5
31.12.2015;09477135;Ludwigschorgast, M;45,5;44,6;46,3
31.12.2015;09477136;Mainleus, M;44,8;43,9;45,8
31.12.2015;09477138;Marktleugast, M;47,8;45,2;50,4
31.12.2015;09477139;Marktschorgast, M;46,9;45,7;48,1
31.12.2015;09477142;Neudrossenfeld;44,0;43,0;45,0
31.12.2015;09477143;Neuenmarkt;45,6;43,5;47,7
31.12.2015;09477148;Presseck, M;48,5;47,3;49,6
31.12.2015;09477151;Rugendorf;45,1;44,0;46,3
31.12.2015;09477156;Stadtsteinach, St;46,4;44,7;47,9
31.12.2015;09477157;Thurnau, M;45,5;43,8;47,2
31.12.2015;09477158;Trebgast;46,3;45,5;47,2
31.12.2015;09477159;Untersteinach;46,3;44,4;48,3
31.12.2015;09477163;Wirsberg, M;47,7;46,4;48,9
31.12.2015;09477164;Wonsees, M;43,8;43,7;43,9
31.12.2015;09478111;Altenkunstadt;45,2;43,9;46,5
31.12.2015;09478116;Burgkunstadt, St;45,8;43,9;47,5
31.12.2015;09478120;Ebensfeld, M;43,8;43,0;44,5
31.12.2015;09478127;Hochstadt a.Main;44,3;43,9;44,6
31.12.2015;09478139;Lichtenfels, St;45,4;44,1;46,7
31.12.2015;09478143;Marktgraitz, M;47,2;45,2;49,0
31.12.2015;09478144;Marktzeuln, M;43,3;42,8;43,8
31.12.2015;09478145;Michelau i.OFr.;45,9;44,8;47,0
31.12.2015;09478155;Redwitz a.d.Rodach;44,9;43,2;46,5
31.12.2015;09478165;Bad Staffelstein, St;46,5;45,2;47,8
31.12.2015;09478176;Weismain, St;44,1;42,9;45,4
31.12.2015;09478444;Gem.fr. Geb. Lichtenfels;0,0;0,0;0,0
31.12.2015;09479111;Bad Alexandersbad;50,2;46,8;53,4
31.12.2015;09479112;Arzberg, St;48,8;46,6;50,9
31.12.2015;09479126;Höchstädt i.Fichtelgebirge;46,5;46,0;46,9
31.12.2015;09479127;Hohenberg a.d.Eger, St;47,3;45,5;49,0
31.12.2015;09479129;Kirchenlamitz, St;47,8;45,6;50,0
31.12.2015;09479135;Marktleuthen, St;48,6;46,6;50,6
31.12.2015;09479136;Marktredwitz, GKSt;47,6;45,7;49,4
31.12.2015;09479138;Nagel;46,8;45,9;47,6
31.12.2015;09479145;Röslau;46,6;44,9;48,4
31.12.2015;09479147;Schirnding, M;50,9;49,8;51,9
31.12.2015;09479150;Schönwald, St;49,2;47,3;50,9
31.12.2015;09479152;Selb, GKSt;48,4;46,1;50,5
31.12.2015;09479158;Thiersheim, M;49,2;47,7;50,6
31.12.2015;09479159;Thierstein, M;46,1;44,7;47,4
31.12.2015;09479161;Tröstau;46,1;45,0;47,2
31.12.2015;09479166;Weißenstadt, St;48,2;46,8;49,6
31.12.2015;09479169;Wunsiedel, St;46,3;44,4;48,2
31.12.2015;09479444;Gem.fr. Geb. Wunsiedel i.Fichtelgebirge;0,0;0,0;0,0
31.12.2015;09561000;Ansbach;44,2;42,5;45,7
31.12.2015;09562000;Erlangen;41,6;40,2;42,9
31.12.2015;09563000;Fürth;42,8;41,3;44,2
31.12.2015;09564000;Nürnberg;43,2;41,6;44,6
31.12.2015;09565000;Schwabach;44,3;42,7;45,8
31.12.2015;09571111;Adelshofen;43,8;43,7;43,9
31.12.2015;09571113;Arberg, M;42,3;41,9;42,6
31.12.2015;09571114;Aurach;42,4;41,9;42,9
31.12.2015;09571115;Bechhofen, M;44,2;42,4;46,1
31.12.2015;09571122;Bruckberg;45,3;44,5;46,4
31.12.2015;09571125;Buch a.Wald;42,6;42,0;43,3
31.12.2015;09571127;Burgoberbach;42,6;41,6;43,6
31.12.2015;09571128;Burk;45,8;43,9;47,7
31.12.2015;09571130;Colmberg, M;44,3;43,6;45,0
31.12.2015;09571132;Dentlein a.Forst, M;45,0;43,9;46,1
31.12.2015;09571134;Diebach;42,5;41,5;43,5
31.12.2015;09571135;Dietenhofen, M;43,1;42,0;44,2
31.12.2015;09571136;Dinkelsbühl, GKSt;45,0;43,3;46,6
31.12.2015;09571137;Dombühl, M;41,8;40,1;43,6
31.12.2015;09571139;Dürrwangen, M;43,0;41,7;44,2
31.12.2015;09571141;Ehingen;43,8;42,4;45,2
31.12.2015;09571145;Feuchtwangen, St;43,5;42,4;44,5
31.12.2015;09571146;Flachslanden, M;44,4;43,5;45,3
31.12.2015;09571152;Gebsattel;43,2;42,2;44,2
31.12.2015;09571154;Gerolfingen;45,5;44,1;46,9
31.12.2015;09571155;Geslau;44,0;41,8;46,3
31.12.2015;09571165;Heilsbronn, St;43,4;42,0;44,8
31.12.2015;09571166;Herrieden, St;42,0;41,3;42,7
31.12.2015;09571169;Insingen;42,7;42,2;43,2
31.12.2015;09571170;Langfurth;43,2;41,9;44,5
31.12.2015;09571171;Lehrberg, M;43,2;41,6;45,0
31.12.2015;09571174;Leutershausen, St;43,3;42,2;44,5
31.12.2015;09571175;Lichtenau, M;45,1;44,1;46,1
31.12.2015;09571177;Merkendorf, St;41,4;40,2;42,5
31.12.2015;09571178;Mitteleschenbach;42,7;42,2;43,1
31.12.2015;09571179;Mönchsroth;41,7;41,6;41,8
31.12.2015;09571180;Neuendettelsau;42,7;40,2;44,9
31.12.2015;09571181;Neusitz;43,0;43,4;42,7
31.12.2015;09571183;Oberdachstetten;44,7;43,8;45,6
31.12.2015;09571188;Ohrenbach;45,5;44,8;46,3
31.12.2015;09571189;Ornbau, St;41,7;40,5;42,9
31.12.2015;09571190;Petersaurach;43,3;42,4;44,2
31.12.2015;09571192;Röckingen;43,9;43,0;44,8
31.12.2015;09571193;Rothenburg ob der Tauber, GKSt;46,5;44,5;48,4
31.12.2015;09571194;Rügland;43,2;42,7;43,8
31.12.2015;09571196;Sachsen b.Ansbach;44,2;43,0;45,4
31.12.2015;09571198;Schillingsfürst, St;44,5;42,4;46,6
31.12.2015;09571199;Schnelldorf;43,4;42,0;45,0
31.12.2015;09571200;Schopfloch, M;43,4;41,4;45,5
31.12.2015;09571205;Steinsfeld;45,4;45,2;45,6
31.12.2015;09571208;Unterschwaningen;42,8;41,6;43,9
31.12.2015;09571214;Wassertrüdingen, St;44,0;42,5;45,5
31.12.2015;09571216;Weidenbach, M;41,0;40,1;42,0
31.12.2015;09571217;Weihenzell;41,9;41,4;42,4
31.12.2015;09571218;Weiltingen, M;43,2;41,5;44,9
31.12.2015;09571222;Wettringen;42,7;42,2;43,4
31.12.2015;09571223;Wieseth;43,2;41,6;44,9
31.12.2015;09571224;Wilburgstetten;43,4;42,2;44,8
31.12.2015;09571225;Windelsbach;41,9;41,9;41,9
31.12.2015;09571226;Windsbach, St;42,3;40,8;43,9
31.12.2015;09571227;Wittelshofen;44,9;44,0;45,8
31.12.2015;09571228;Wörnitz;40,9;40,3;41,6
31.12.2015;09571229;Wolframs-Eschenbach, St;42,6;40,6;44,8
31.12.2015;09571444;Gem.fr. Geb. Ansbach;0,0;0,0;0,0
31.12.2015;09572111;Adelsdorf;43,0;42,3;43,8
31.12.2015;09572114;Aurachtal;42,7;41,7;43,7
31.12.2015;09572115;Baiersdorf, St;43,6;42,0;45,1
31.12.2015;09572119;Bubenreuth;44,6;43,1;46,0
31.12.2015;09572120;Buckenhof;44,9;43,3;46,3
31.12.2015;09572121;Eckental, M;44,8;43,7;45,8
31.12.2015;09572126;Gremsdorf;43,8;44,9;42,2
31.12.2015;09572127;Großenseebach;43,0;43,1;43,0
31.12.2015;09572130;Hemhofen;44,1;43,0;45,2
31.12.2015;09572131;Heroldsberg, M;44,1;42,9;45,3
31.12.2015;09572132;Herzogenaurach, St;43,6;42,5;44,7
31.12.2015;09572133;Heßdorf;42,3;41,5;43,2
31.12.2015;09572135;Höchstadt a.d.Aisch, St;43,6;42,4;44,7
31.12.2015;09572137;Kalchreuth;46,2;45,6;46,8
31.12.2015;09572139;Lonnerstadt, M;43,6;42,6;44,7
31.12.2015;09572141;Marloffstein;45,9;45,4;46,5
31.12.2015;09572142;Möhrendorf;42,5;42,2;42,9
31.12.2015;09572143;Mühlhausen, M;41,4;40,1;42,6
31.12.2015;09572147;Oberreichenbach;39,6;38,3;40,9
31.12.2015;09572149;Röttenbach;44,2;44,3;44,2
31.12.2015;09572154;Spardorf;43,4;41,6;45,1
31.12.2015;09572158;Uttenreuth;46,4;44,8;47,9
31.12.2015;09572159;Vestenbergsgreuth, M;42,3;42,1;42,6
31.12.2015;09572160;Wachenroth, M;40,0;39,7;40,4
31.12.2015;09572164;Weisendorf, M;41,2;40,8;41,6
31.12.2015;09572444;Gem.fr. Geb. Erlangen-Höchstadt;0,0;0,0;0,0
31.12.2015;09573111;Ammerndorf, M;44,1;43,1;45,1
31.12.2015;09573114;Cadolzburg, M;43,1;42,5;43,8
31.12.2015;09573115;Großhabersdorf;45,3;43,7;46,8
31.12.2015;09573120;Langenzenn, St;45,1;44,1;45,9
31.12.2015;09573122;Oberasbach, St;46,5;45,2;47,8
31.12.2015;09573123;Obermichelbach;42,9;43,3;42,5
31.12.2015;09573124;Puschendorf;46,7;43,6;49,5
31.12.2015;09573125;Roßtal, M;45,7;44,5;46,8
31.12.2015;09573126;Seukendorf;44,5;44,1;44,9
31.12.2015;09573127;Stein, St;47,7;46,2;49,0
31.12.2015;09573129;Tuchenbach;44,7;43,3;46,0
31.12.2015;09573130;Veitsbronn;44,4;43,4;45,4
31.12.2015;09573133;Wilhermsdorf, M;43,1;41,6;44,6
31.12.2015;09573134;Zirndorf, St;45,3;44,1;46,4
31.12.2015;09574111;Alfeld;44,6;44,3;45,0
31.12.2015;09574112;Altdorf b.Nürnberg, St;45,2;43,5;46,8
31.12.2015;09574117;Burgthann;45,6;44,5;46,6
31.12.2015;09574120;Engelthal;45,0;45,2;44,8
31.12.2015;09574123;Feucht, M;44,4;43,3;45,5
31.12.2015;09574128;Happurg;43,8;42,3;45,3
31.12.2015;09574129;Hartenstein;45,6;45,5;45,7
31.12.2015;09574131;Henfenfeld;43,6;42,4;44,8
31.12.2015;09574132;Hersbruck, St;46,0;44,2;47,7
31.12.2015;09574135;Kirchensittenbach;44,2;44,2;44,3
31.12.2015;09574138;Lauf a.d.Pegnitz, St;44,8;43,2;46,2
31.12.2015;09574139;Leinburg;44,0;43,6;44,5
31.12.2015;09574140;Neuhaus a.d.Pegnitz, M;43,8;42,2;45,5
31.12.2015;09574141;Neunkirchen a.Sand;46,0;44,6;47,4
31.12.2015;09574145;Offenhausen;44,4;44,2;44,6
31.12.2015;09574146;Ottensoos;43,8;43,0;44,6
31.12.2015;09574147;Pommelsbrunn;46,0;44,4;47,7
31.12.2015;09574150;Reichenschwand;43,9;43,3;44,5
31.12.2015;09574152;Röthenbach a.d.Pegnitz, St;45,7;44,2;47,1
31.12.2015;09574154;Rückersdorf;45,1;43,4;46,7
31.12.2015;09574155;Schnaittach, M;44,2;43,0;45,4
31.12.2015;09574156;Schwaig b.Nürnberg;45,7;44,3;47,0
31.12.2015;09574157;Schwarzenbruck;45,5;43,8;47,2
31.12.2015;09574158;Simmelsdorf;44,2;43,0;45,6
31.12.2015;09574160;Velden, St;44,3;44,3;44,3
31.12.2015;09574161;Vorra;46,7;44,8;48,6
31.12.2015;09574164;Winkelhaid;45,0;43,7;46,3
31.12.2015;09574444;Gem.fr. Geb. Nürnberger Land;0,0;0,0;0,0
31.12.2015;09575112;Bad Windsheim, St;45,6;44,2;46,9
31.12.2015;09575113;Baudenbach, M;42,3;41,8;42,8
31.12.2015;09575115;Burgbernheim, St;43,4;41,9;44,8
31.12.2015;09575116;Burghaslach, M;42,8;42,5;43,2
31.12.2015;09575117;Dachsbach, M;44,0;43,0;45,0
31.12.2015;09575118;Diespeck;42,9;41,7;44,1
31.12.2015;09575119;Dietersheim;42,8;41,7;43,9
31.12.2015;09575121;Emskirchen, M;43,7;42,8;44,6
31.12.2015;09575122;Ergersheim;44,6;42,3;47,2
31.12.2015;09575124;Gallmersgarten;47,0;45,4;48,5
31.12.2015;09575125;Gerhardshofen;41,7;41,1;42,4
31.12.2015;09575127;Gollhofen;43,3;41,4;45,4
31.12.2015;09575128;Gutenstetten;43,8;43,2;44,5
31.12.2015;09575129;Hagenbüchach;42,6;41,9;43,2
31.12.2015;09575130;Hemmersheim;46,7;45,3;48,3
31.12.2015;09575133;Illesheim;43,8;41,6;45,9
31.12.2015;09575134;Ippesheim, M;45,7;44,7;46,9
31.12.2015;09575135;Ipsheim, M;43,4;42,4;44,5
31.12.2015;09575138;Langenfeld;43,0;41,5;44,7
31.12.2015;09575143;Marktbergel, M;43,6;42,4;44,8
31.12.2015;09575144;Markt Bibart, M;43,5;42,2;44,9
31.12.2015;09575145;Markt Erlbach, M;43,8;42,7;44,8
31.12.2015;09575146;Markt Nordheim, M;43,4;43,4;43,4
31.12.2015;09575147;Markt Taschendorf, M;44,5;42,8;46,2
31.12.2015;09575150;Münchsteinach;45,9;45,0;46,8
31.12.2015;09575152;Neuhof a.d.Zenn, M;44,4;43,4;45,4
31.12.2015;09575153;Neustadt a.d.Aisch, St;44,3;42,4;46,1
31.12.2015;09575155;Oberickelsheim;44,9;43,9;45,9
31.12.2015;09575156;Obernzenn, M;44,8;43,4;46,2
31.12.2015;09575157;Oberscheinfeld, M;46,0;45,9;46,1
31.12.2015;09575161;Scheinfeld, St;44,7;42,7;46,8
31.12.2015;09575163;Simmershofen;45,9;44,8;47,1
31.12.2015;09575165;Sugenheim, M;44,9;44,3;45,5
31.12.2015;09575166;Trautskirchen;43,4;42,7;44,0
31.12.2015;09575167;Uehlfeld, M;43,7;42,1;45,3
31.12.2015;09575168;Uffenheim, St;44,7;43,1;46,2
31.12.2015;09575179;Weigenheim;42,7;42,1;43,2
31.12.2015;09575181;Wilhelmsdorf;42,0;41,4;42,6
31.12.2015;09575444;Gem.fr. Geb. Neustadt a.d.Aisch-Bad Windsheim;0,0;0,0;0,0
31.12.2015;09576111;Abenberg, St;44,1;42,8;45,3
31.12.2015;09576113;Allersberg, M;42,8;42,0;43,7
31.12.2015;09576117;Büchenbach;44,3;43,5;45,2
31.12.2015;09576121;Georgensgmünd;43,9;42,0;45,7
31.12.2015;09576122;Greding, St;42,7;41,6;43,7
31.12.2015;09576126;Heideck, St;43,4;42,2;44,6
31.12.2015;09576127;Hilpoltstein, St;42,5;41,3;43,6
31.12.2015;09576128;Kammerstein;42,8;42,0;43,7
31.12.2015;09576132;Schwanstetten, M;45,6;44,4;46,7
31.12.2015;09576137;Rednitzhembach;44,9;43,9;45,9
31.12.2015;09576141;Röttenbach;41,8;41,4;42,2
31.12.2015;09576142;Rohr;42,3;41,9;42,8
31.12.2015;09576143;Roth, St;44,3;43,3;45,3
31.12.2015;09576147;Spalt, St;44,6;43,0;46,2
31.12.2015;09576148;Thalmässing, M;44,2;42,8;45,6
31.12.2015;09576151;Wendelstein, M;46,2;45,1;47,3
31.12.2015;09576444;Gem.fr. Geb. Roth;0,0;0,0;0,0
31.12.2015;09577111;Absberg, M;45,2;44,3;45,9
31.12.2015;09577113;Alesheim;43,6;43,0;44,2
31.12.2015;09577114;Muhr a.See;44,1;42,9;45,2
31.12.2015;09577115;Bergen;42,0;41,2;42,9
31.12.2015;09577120;Burgsalach;43,8;42,1;45,7
31.12.2015;09577122;Dittenheim;42,7;41,9;43,6
31.12.2015;09577125;Ellingen, St;45,0;43,3;46,7
31.12.2015;09577127;Ettenstatt;43,2;42,7;43,7
31.12.2015;09577133;Gnotzheim, M;43,8;42,8;44,7
31.12.2015;09577136;Gunzenhausen, St;45,8;43,7;47,7
31.12.2015;09577138;Haundorf;42,9;41,7;44,2
31.12.2015;09577140;Heidenheim, M;44,1;43,2;44,9
31.12.2015;09577141;Höttingen;44,4;44,6;44,3
31.12.2015;09577148;Langenaltheim;44,3;43,2;45,5
31.12.2015;09577149;Markt Berolzheim, M;43,9;42,8;45,1
31.12.2015;09577150;Meinheim;42,7;42,0;43,5
31.12.2015;09577151;Nennslingen, M;44,9;43,1;46,8
31.12.2015;09577158;Pappenheim, St;44,4;42,8;45,9
31.12.2015;09577159;Pfofeld;43,2;42,9;43,5
31.12.2015;09577161;Pleinfeld, M;43,9;42,8;45,1
31.12.2015;09577162;Polsingen;44,7;43,8;45,7
31.12.2015;09577163;Raitenbuch;40,5;39,7;41,3
31.12.2015;09577168;Solnhofen;44,8;43,6;46,2
31.12.2015;09577172;Theilenhofen;43,1;41,5;44,7
31.12.2015;09577173;Treuchtlingen, St;44,6;43,2;46,0
31.12.2015;09577177;Weißenburg i.Bay., GKSt;44,9;43,2;46,5
31.12.2015;09577179;Westheim;44,0;43,3;44,8
31.12.2015;09661000;Aschaffenburg;44,0;42,4;45,5
31.12.2015;09662000;Schweinfurt;45,5;43,4;47,5
31.12.2015;09663000;Würzburg;42,9;41,3;44,3
31.12.2015;09671111;Alzenau, St;45,2;44,2;46,2
31.12.2015;09671112;Bessenbach;44,4;43,4;45,5
31.12.2015;09671113;Blankenbach;44,5;44,0;45,0
31.12.2015;09671114;Karlstein a.Main;45,1;44,2;45,9
31.12.2015;09671119;Geiselbach;44,6;43,4;45,7
31.12.2015;09671120;Glattbach;46,1;45,5;46,7
31.12.2015;09671121;Goldbach, M;44,7;43,5;46,0
31.12.2015;09671122;Großostheim, M;44,0;42,9;45,1
31.12.2015;09671124;Haibach;44,8;43,8;45,7
31.12.2015;09671126;Heigenbrücken;44,5;42,9;46,2
31.12.2015;09671127;Heimbuchenthal;44,9;43,7;46,1
31.12.2015;09671128;Heinrichsthal;46,2;44,4;48,1
31.12.2015;09671130;Hösbach, M;44,9;43,9;45,9
31.12.2015;09671133;Johannesberg;45,3;43,9;46,8
31.12.2015;09671134;Kahl a.Main;46,3;44,9;47,5
31.12.2015;09671135;Kleinkahl;44,9;44,4;45,3
31.12.2015;09671136;Kleinostheim;44,2;43,2;45,2
31.12.2015;09671138;Krombach;43,5;42,7;44,3
31.12.2015;09671139;Laufach;43,9;43,5;44,2
31.12.2015;09671140;Mainaschaff;44,8;43,8;45,7
31.12.2015;09671141;Mespelbrunn;43,9;41,9;46,1
31.12.2015;09671143;Mömbris, M;45,3;44,3;46,3
31.12.2015;09671148;Rothenbuch;44,0;43,1;45,0
31.12.2015;09671150;Sailauf;43,8;42,8;44,8
31.12.2015;09671152;Schöllkrippen, M;42,7;41,9;43,5
31.12.2015;09671153;Sommerkahl;43,6;43,2;44,0
31.12.2015;09671155;Stockstadt a.Main, M;42,3;41,3;43,3
31.12.2015;09671156;Waldaschaff;44,2;42,9;45,6
31.12.2015;09671157;Weibersbrunn;43,3;41,2;45,4
31.12.2015;09671159;Westerngrund;44,3;43,4;45,2
31.12.2015;09671160;Dammbach;43,7;42,6;44,8
31.12.2015;09671162;Wiesen;45,6;45,2;45,9
31.12.2015;09671444;Gem.fr. Geb. Aschaffenburg;0,0;0,0;0,0
31.12.2015;09672111;Aura a.d.Saale;43,9;42,5;45,4
31.12.2015;09672112;Bad Bocklet, M;46,4;44,8;48,0
31.12.2015;09672113;Bad Brückenau, St;48,7;46,7;50,6
31.12.2015;09672114;Bad Kissingen, GKSt;49,8;47,4;51,8
31.12.2015;09672117;Burkardroth, M;44,1;43,2;44,9
31.12.2015;09672121;Elfershausen, M;44,4;43,9;44,8
31.12.2015;09672122;Euerdorf, M;45,2;45,0;45,4
31.12.2015;09672124;Fuchsstadt;42,5;42,1;43,0
31.12.2015;09672126;Geroda, M;48,9;47,5;50,2
31.12.2015;09672127;Hammelburg, St;45,5;44,3;46,7
31.12.2015;09672131;Maßbach, M;45,9;45,0;46,8
31.12.2015;09672134;Motten;43,7;43,3;44,1
31.12.2015;09672135;Münnerstadt, St;46,0;44,6;47,6
31.12.2015;09672136;Nüdlingen;43,8;42,9;44,6
31.12.2015;09672138;Oberleichtersbach;42,6;42,2;43,1
31.12.2015;09672139;Oberthulba, M;42,9;42,5;43,4
31.12.2015;09672140;Oerlenbach;44,6;44,1;45,1
31.12.2015;09672142;Ramsthal;45,7;43,8;47,5
31.12.2015;09672143;Rannungen;45,6;44,7;46,6
31.12.2015;09672145;Riedenberg;43,7;43,9;43,5
31.12.2015;09672149;Schondra, M;42,5;41,7;43,3
31.12.2015;09672155;Sulzthal, M;46,3;45,9;46,8
31.12.2015;09672157;Thundorf i.UFr.;43,9;42,4;45,4
31.12.2015;09672161;Wartmannsroth;46,7;46,7;46,7
31.12.2015;09672163;Wildflecken, M;44,5;43,1;46,0
31.12.2015;09672166;Zeitlofs, M;46,0;44,8;47,2
31.12.2015;09672444;Gem.fr. Geb. Bad Kissingen;0,0;0,0;0,0
31.12.2015;09673113;Aubstadt;43,2;41,0;45,6
31.12.2015;09673114;Bad Neustadt a.d.Saale, St;45,3;43,7;46,8
31.12.2015;09673116;Bastheim;46,9;46,7;47,2
31.12.2015;09673117;Bischofsheim a.d.Rhön, St;44,6;43,8;45,4
31.12.2015;09673123;Fladungen, St;43,5;42,7;44,4
31.12.2015;09673126;Großbardorf;43,5;42,8;44,2
31.12.2015;09673127;Großeibstadt;45,9;44,6;47,3
31.12.2015;09673129;Hausen;46,3;44,0;49,0
31.12.2015;09673130;Hendungen;43,6;42,7;44,6
31.12.2015;09673131;Herbstadt;44,3;43,5;45,1
31.12.2015;09673133;Heustreu;43,5;42,6;44,4
31.12.2015;09673134;Höchheim;45,3;44,9;45,7
31.12.2015;09673135;Hohenroth;43,2;42,5;43,9
31.12.2015;09673136;Hollstadt;44,2;43,2;45,2
31.12.2015;09673141;Bad Königshofen i.Grabfeld, St;45,0;43,5;46,4
31.12.2015;09673142;Mellrichstadt, St;45,8;43,9;47,8
31.12.2015;09673146;Niederlauer;43,8;43,2;44,4
31.12.2015;09673147;Nordheim v.d.Rhön;44,8;43,6;46,1
31.12.2015;09673149;Oberelsbach, M;44,6;43,3;46,0
31.12.2015;09673151;Oberstreu;45,5;45,0;46,0
31.12.2015;09673153;Ostheim v.d.Rhön, St;46,5;45,2;47,8
31.12.2015;09673156;Rödelmaier;42,4;42,0;42,7
31.12.2015;09673160;Saal a.d.Saale, M;45,3;45,1;45,5
31.12.2015;09673161;Salz;42,2;40,8;43,6
31.12.2015;09673162;Sandberg;45,3;44,4;46,2
31.12.2015;09673163;Schönau a.d.Brend;46,7;46,7;46,7
31.12.2015;09673167;Sondheim v.d.Rhön;45,4;44,2;46,6
31.12.2015;09673170;Stockheim;45,1;44,7;45,5
31.12.2015;09673171;Strahlungen;43,2;42,0;44,5
31.12.2015;09673172;Sulzdorf a.d.Lederhecke;46,2;45,8;46,6
31.12.2015;09673173;Sulzfeld;43,3;42,0;44,7
31.12.2015;09673174;Trappstadt, M;43,6;43,1;44,2
31.12.2015;09673175;Unsleben;42,6;42,3;42,9
31.12.2015;09673182;Willmars;41,1;40,9;41,2
31.12.2015;09673183;Wollbach;43,5;43,4;43,5
31.12.2015;09673184;Wülfershausen a.d.Saale;44,6;44,0;45,2
31.12.2015;09673186;Burglauer;42,7;42,4;43,1
31.12.2015;09673444;Gem.fr. Geb. Rhön-Grabfeld;0,0;0,0;0,0
31.12.2015;09674111;Aidhausen;44,0;43,1;45,0
31.12.2015;09674118;Breitbrunn;42,1;41,3;42,9
31.12.2015;09674120;Bundorf;46,0;44,0;48,0
31.12.2015;09674121;Burgpreppach, M;43,8;43,7;43,9
31.12.2015;09674129;Ebelsbach;44,2;43,2;45,2
31.12.2015;09674130;Ebern, St;44,8;43,2;46,4
31.12.2015;09674133;Eltmann, St;42,8;41,7;44,0
31.12.2015;09674139;Gädheim;44,5;42,7;46,4
31.12.2015;09674147;Haßfurt, St;43,9;42,4;45,4
31.12.2015;09674149;Hofheim i.UFr., St;44,5;43,1;45,8
31.12.2015;09674153;Riedbach;43,1;42,6;43,7
31.12.2015;09674159;Oberaurach;43,6;43,0;44,1
31.12.2015;09674160;Kirchlauter;45,3;42,4;48,2
31.12.2015;09674163;Knetzgau;42,9;42,1;43,8
31.12.2015;09674164;Königsberg i.Bay., St;44,7;43,7;45,6
31.12.2015;09674171;Maroldsweisach, M;46,0;44,9;47,0
31.12.2015;09674180;Theres;44,5;43,7;45,4
31.12.2015;09674184;Pfarrweisach;44,0;43,8;44,2
31.12.2015;09674187;Rauhenebrach;43,6;42,1;45,2
31.12.2015;09674190;Rentweinsdorf, M;43,2;42,7;43,7
31.12.2015;09674195;Sand a.Main;43,5;42,5;44,6
31.12.2015;09674201;Stettfeld;42,3;42,4;42,2
31.12.2015;09674210;Untermerzbach;46,2;45,4;47,1
31.12.2015;09674219;Wonfurt;42,5;41,4;43,6
31.12.2015;09674221;Zeil a.Main, St;45,7;44,4;47,0
31.12.2015;09674223;Ermershausen;43,5;41,8;45,3
31.12.2015;09675111;Abtswind, M;44,5;43,1;45,9
31.12.2015;09675112;Albertshofen;42,8;41,6;44,0
31.12.2015;09675113;Biebelried;42,2;41,5;43,0
31.12.2015;09675114;Buchbrunn;43,3;42,0;44,6
31.12.2015;09675116;Castell;44,1;41,8;46,6
31.12.2015;09675117;Dettelbach, St;44,6;43,9;45,4
31.12.2015;09675127;Geiselwind, M;42,1;41,7;42,4
31.12.2015;09675131;Großlangheim, M;41,9;41,0;42,8
31.12.2015;09675139;Iphofen, St;44,2;43,0;45,3
31.12.2015;09675141;Kitzingen, GKSt;44,3;42,8;45,7
31.12.2015;09675142;Kleinlangheim, M;43,4;41,8;45,3
31.12.2015;09675144;Mainbernheim, St;45,5;44,6;46,5
31.12.2015;09675146;Mainstockheim;44,6;42,6;46,5
31.12.2015;09675147;Marktbreit, St;45,3;43,8;47,0
31.12.2015;09675148;Markt Einersheim, M;43,1;42,0;44,3
31.12.2015;09675149;Marktsteft, St;41,7;40,5;42,9
31.12.2015;09675150;Martinsheim;44,0;43,3;44,8
31.12.2015;09675155;Nordheim a.Main;43,8;42,4;45,2
31.12.2015;09675156;Obernbreit, M;45,4;44,2;46,6
31.12.2015;09675158;Prichsenstadt, St;43,2;42,3;44,0
31.12.2015;09675161;Rödelsee;43,5;41,2;45,7
31.12.2015;09675162;Rüdenhausen, M;44,4;43,8;44,9
31.12.2015;09675165;Schwarzach a.Main, M;43,9;44,2;43,6
31.12.2015;09675166;Segnitz;43,8;43,1;44,5
31.12.2015;09675167;Seinsheim, M;43,3;42,6;43,9
31.12.2015;09675169;Sommerach;43,3;42,9;43,7
31.12.2015;09675170;Sulzfeld a.Main;44,9;44,2;45,7
31.12.2015;09675174;Volkach, St;45,2;44,0;46,4
31.12.2015;09675177;Wiesenbronn;41,8;40,4;43,4
31.12.2015;09675178;Wiesentheid, M;43,5;42,6;44,4
31.12.2015;09675179;Willanzheim, M;43,2;42,9;43,5
31.12.2015;09676111;Altenbuch;43,2;42,0;44,5
31.12.2015;09676112;Amorbach, St;46,4;44,3;48,5
31.12.2015;09676116;Bürgstadt, M;45,5;44,4;46,6
31.12.2015;09676117;Collenberg;45,2;43,9;46,5
31.12.2015;09676118;Dorfprozelten;45,8;44,7;47,1
31.12.2015;09676119;Eichenbühl;45,4;44,4;46,3
31.12.2015;09676121;Elsenfeld, M;42,9;41,7;44,2
31.12.2015;09676122;Erlenbach a.Main, St;43,9;42,9;45,0
31.12.2015;09676123;Eschau, M;44,7;43,6;45,9
