GENESIS-Tabelle: 31111-03-02-5-B
Baugenehmigungen: Wohnungen in Wohn- und Nichtwohngebäuden;;;;;;
(einschl. Umbau) - Jahressumme -;;;;;;
regionale Ebenen;;;;;;
Statistik der Baugenehmigungen;;;;;;
Wohnungen in Wohn- und Nichtwohngebäuden (Anzahl);;;;;;
2015;;;;;;
;;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung
;;Insgesamt;1 oder 2 Räume;3 Räume;4 Räume;5 oder mehr Räume
09273121;Essing, M;1;0;0;0;1
09273125;Hausen;12;-1;4;2;7
09273127;Herrngiersdorf;7;0;2;1;4
09273133;Ihrlerstein;24;1;1;7;15
09273137;Kelheim, St;233;89;72;24;48
09273139;Kirchdorf;6;0;0;2;4
09273141;Langquaid, M;42;16;0;2;24
09273147;Mainburg, St;71;15;11;1;44
09273152;Neustadt a.d.Donau, St;101;11;32;19;39
09273159;Painten, M;6;0;0;2;4
09273163;Elsendorf;10;0;3;0;7
09273164;Riedenburg, St;23;0;2;3;18
09273165;Rohr i.NB, M;20;0;0;5;15
09273166;Saal a.d.Donau;8;0;1;-1;8
09273172;Siegenburg, M;26;3;6;4;13
09273175;Teugn;10;0;2;4;4
09273177;Train;10;0;1;0;9
09273178;Volkenschwand;10;0;0;0;10
09273181;Wildenberg;12;1;1;1;9
09273444;Gem.fr. Geb. Kelheim;0;0;0;0;0
09274111;Adlkofen;18;0;2;5;11
09274112;Aham;2;0;1;0;1
09274113;Altdorf, M;17;0;0;1;16
09274114;Altfraunhofen;22;0;0;2;20
09274118;Baierbach;1;0;0;0;1
09274119;Bayerbach b.Ergoldsbach;7;0;0;2;5
09274120;Bodenkirchen;29;0;5;1;23
09274121;Buch a.Erlbach;16;1;3;3;9
09274124;Eching;13;0;0;1;12
09274126;Ergolding, M;18;0;0;5;13
09274127;Ergoldsbach, M;20;0;0;0;20
09274128;Essenbach, M;12;0;0;1;11
09274132;Furth;4;0;0;0;4
09274134;Geisenhausen, M;17;0;0;7;10
09274135;Gerzen;1;0;0;0;1
09274141;Hohenthann;17;0;1;3;13
09274145;Kröning;4;1;0;1;2
09274146;Kumhausen;8;0;0;0;8
09274153;Neufahrn i.NB;21;0;0;0;21
09274154;Neufraunhofen;1;0;0;0;1
09274156;Niederaichbach;31;3;12;4;12
09274165;Obersüßbach;5;0;0;0;5
09274172;Pfeffenhausen, M;17;0;0;1;16
09274174;Postau;4;0;0;0;4
09274176;Rottenburg a.d.Laaber, St;24;5;2;2;15
09274179;Schalkham;5;0;0;0;5
09274182;Tiefenbach;9;0;2;1;6
09274183;Velden, M;16;0;0;2;14
09274184;Vilsbiburg, St;53;3;20;15;15
09274185;Vilsheim;27;9;3;9;6
09274187;Weihmichl;6;0;0;0;6
09274188;Weng;9;0;0;1;8
09274191;Wörth a.d.Isar;28;17;1;3;7
09274193;Wurmsham;3;0;0;0;3
09274194;Bruckberg;24;0;0;2;22
09275111;Aicha vorm Wald;6;0;0;1;5
09275112;Aidenbach, M;8;1;1;0;6
09275114;Aldersbach;33;-1;2;2;30
09275116;Bad Füssing;32;12;13;1;6
09275117;Beutelsbach;9;0;-1;2;8
09275118;Breitenberg;2;0;-1;-1;4
09275119;Büchlberg;20;0;2;4;14
09275120;Eging a.See, M;21;-1;2;5;15
09275121;Fürstenstein;12;0;1;1;10
09275122;Fürstenzell, M;51;10;2;5;34
09275124;Bad Griesbach i.Rottal, St;22;6;1;0;15
09275125;Haarbach;8;0;3;2;3
09275126;Hauzenberg, St;74;7;16;15;36
09275127;Hofkirchen, M;29;1;4;6;18
09275128;Hutthurm, M;15;2;1;2;10
09275130;Kirchham;10;0;0;3;7
09275131;Kößlarn, M;7;2;2;-1;4
09275132;Malching;10;2;3;2;3
09275133;Neuburg a.Inn;12;-1;0;3;10
09275134;Neuhaus a.Inn;11;0;-2;-1;14
09275135;Neukirchen vorm Wald;50;2;24;2;22
09275137;Obernzell, M;10;1;0;1;8
09275138;Ortenburg, M;24;2;0;0;22
09275141;Pocking, St;88;6;11;22;49
09275143;Rotthalmünster, M;18;3;9;-2;8
09275144;Ruderting;21;0;2;3;16
09275145;Ruhstorf a.d.Rott, M;40;1;6;12;21
09275146;Salzweg;39;3;6;8;22
09275148;Sonnen;6;0;1;0;5
09275149;Tettenweis;11;0;2;3;6
09275150;Thyrnau;19;4;3;3;9
09275151;Tiefenbach;41;2;10;7;22
09275152;Tittling, M;31;3;8;4;16
09275153;Untergriesbach, M;26;2;5;4;15
09275154;Vilshofen an der Donau, St;77;7;11;23;36
09275156;Wegscheid, M;13;1;1;1;10
09275159;Windorf, M;42;1;10;6;25
09275160;Witzmannsberg;8;0;0;0;8
09276111;Achslach;0;0;0;0;0
09276113;Arnbruck;3;-1;0;0;4
09276115;Bayerisch Eisenstein;1;1;0;0;0
09276116;Bischofsmais;16;1;3;2;10
09276117;Bodenmais, M;9;0;2;0;7
09276118;Böbrach;5;1;0;1;3
09276120;Drachselsried;5;0;1;0;4
09276121;Frauenau;10;0;0;2;8
09276122;Geiersthal;18;3;9;1;5
09276123;Gotteszell;2;0;0;2;0
09276126;Kirchberg i.Wald;21;0;3;-1;19
09276127;Kirchdorf i.Wald;10;0;2;0;8
09276128;Kollnburg;5;0;2;0;3
09276129;Langdorf;8;0;1;3;4
09276130;Lindberg;3;0;0;1;2
09276134;Patersdorf;5;0;0;0;5
09276135;Prackenbach;10;1;0;2;7
09276138;Regen, St;18;0;1;3;14
09276139;Rinchnach;7;0;2;-1;6
09276142;Ruhmannsfelden, M;4;0;0;0;4
09276143;Teisnach, M;12;2;0;0;10
09276144;Viechtach, St;22;11;0;2;9
09276146;Zachenberg;7;0;1;4;2
09276148;Zwiesel, St;16;0;3;2;11
09277111;Arnstorf, M;39;23;3;3;10
09277112;Bayerbach;7;0;2;2;3
09277113;Bad Birnbach, M;19;-1;0;9;11
09277114;Dietersburg;14;1;1;2;10
09277116;Eggenfelden, St;107;55;17;10;25
09277117;Egglham;5;0;0;1;4
09277118;Ering;8;0;0;1;7
09277119;Falkenberg;10;1;0;3;6
09277121;Gangkofen, M;35;2;11;5;17
09277122;Geratskirchen;4;0;0;0;4
09277124;Hebertsfelden;11;0;1;2;8
09277126;Johanniskirchen;13;2;0;2;9
09277127;Julbach;28;8;8;-1;13
09277128;Kirchdorf a.Inn;21;1;-1;1;20
09277131;Malgersdorf;4;0;0;0;4
09277133;Massing, M;16;0;1;4;11
09277134;Mitterskirchen;10;0;1;0;9
09277138;Pfarrkirchen, St;31;2;7;8;14
09277139;Postmünster;3;0;-1;0;4
09277140;Reut;3;0;1;0;2
09277141;Rimbach;9;0;0;1;8
09277142;Roßbach;6;0;1;0;5
09277144;Schönau;14;1;2;1;10
09277145;Simbach a.Inn, St;22;2;5;2;13
09277147;Stubenberg;10;0;1;1;8
09277148;Tann, M;10;3;0;0;7
09277149;Triftern, M;11;1;3;2;5
09277151;Unterdietfurt;6;0;0;0;6
09277152;Wittibreut;8;0;0;0;8
09277153;Wurmannsquick, M;15;2;3;3;7
09277154;Zeilarn;11;2;2;0;7
09278112;Aholfing;10;4;1;1;4
09278113;Aiterhofen;22;1;5;0;16
09278116;Ascha;2;0;0;0;2
09278117;Atting;18;0;1;4;13
09278118;Bogen, St;70;9;6;8;47
09278120;Falkenfels;5;0;0;0;5
09278121;Feldkirchen;14;0;-1;0;15
09278123;Geiselhöring, St;37;2;5;5;25
09278129;Haibach;8;0;0;2;6
09278134;Haselbach;20;2;6;7;5
09278139;Hunderdorf;13;0;2;3;8
09278140;Irlbach;3;0;2;0;1
09278141;Kirchroth;37;5;5;4;23
09278143;Konzell;5;1;0;1;3
09278144;Laberweinting;15;0;0;1;14
09278146;Leiblfing;17;5;5;0;7
09278147;Loitzendorf;1;0;0;0;1
09278148;Mallersdorf-Pfaffenberg, M;34;8;0;5;21
09278149;Mariaposching;4;0;0;-1;5
09278151;Mitterfels, M;41;2;6;-1;34
09278154;Neukirchen;3;1;0;0;2
09278159;Niederwinkling;23;0;-1;5;19
09278167;Oberschneiding;39;3;3;7;26
09278170;Parkstetten;8;1;2;1;4
09278171;Perasdorf;1;0;1;0;0
09278172;Perkam;6;0;1;1;4
09278177;Rain;24;0;2;3;19
09278178;Rattenberg;1;0;-1;1;1
09278179;Rattiszell;1;0;0;1;0
09278182;Salching;13;0;0;3;10
09278184;Sankt Englmar;4;0;-1;2;3
09278187;Schwarzach, M;23;9;1;2;11
09278189;Stallwang;6;2;1;1;2
09278190;Steinach;12;0;0;3;9
09278192;Straßkirchen;9;0;1;2;6
09278197;Wiesenfelden;17;1;-1;1;16
09278198;Windberg;3;0;1;0;2
09279112;Dingolfing, St;68;12;11;6;39
09279113;Eichendorf, M;26;1;1;3;21
09279115;Frontenhausen, M;13;1;0;2;10
09279116;Gottfrieding;11;0;0;2;9
09279122;Landau a.d.Isar, St;84;3;24;15;42
09279124;Loiching;36;8;5;5;18
09279125;Mamming;11;0;0;3;8
09279126;Marklkofen;14;0;4;1;9
09279127;Mengkofen;30;4;7;8;11
09279128;Moosthenning;17;0;5;0;12
09279130;Niederviehbach;26;6;1;6;13
09279132;Pilsting, M;26;2;2;2;20
09279134;Reisbach, M;49;0;15;9;25
09279135;Simbach, M;53;23;8;4;18
09279137;Wallersdorf, M;25;1;5;3;16
09361000;Amberg;156;52;19;26;59
09362000;Regensburg;1320;490;262;245;323
09363000;Weiden i.d.OPf.;202;53;64;30;55
09371111;Ammerthal;4;1;0;1;2
09371113;Auerbach i.d.OPf., St;15;0;2;-2;15
09371116;Birgland;15;0;0;2;13
09371118;Ebermannsdorf;11;0;0;5;6
09371119;Edelsfeld;10;2;1;3;4
09371120;Ensdorf;5;0;0;1;4
09371121;Freihung, M;4;0;1;2;1
09371122;Freudenberg;9;0;3;0;6
09371123;Gebenbach;3;0;0;0;3
09371126;Hahnbach, M;18;1;3;0;14
09371127;Hirschau, St;15;0;0;1;14
09371128;Hirschbach;1;0;0;0;1
09371129;Hohenburg, M;5;1;0;0;4
09371131;Illschwang;6;0;0;0;6
09371132;Kastl, M;10;0;0;1;9
09371135;Königstein, M;6;0;1;1;4
09371136;Kümmersbruck;41;4;6;8;23
09371140;Etzelwang;2;0;0;0;2
09371141;Neukirchen b.Sulzbach-Rosenberg;5;0;0;2;3
09371144;Poppenricht;12;0;0;2;10
09371146;Rieden, M;12;1;6;0;5
09371148;Schmidmühlen, M;5;0;0;1;4
09371150;Schnaittenbach, St;17;2;6;2;7
09371151;Sulzbach-Rosenberg, St;37;13;7;3;14
09371154;Ursensollen;13;2;2;1;8
09371156;Vilseck, St;9;0;1;1;7
09371157;Weigendorf;1;0;-1;0;2
09371444;Gem.fr. Geb. Amberg-Sulzbach;0;0;0;0;0
09372112;Arnschwang;10;0;1;0;9
09372113;Arrach;6;3;0;0;3
09372115;Blaibach;8;0;1;2;5
09372116;Cham, St;122;14;30;34;44
09372117;Chamerau;7;2;0;0;5
09372124;Eschlkam, M;12;2;3;4;3
09372125;Falkenstein, M;16;4;0;2;10
09372126;Furth im Wald, St;18;0;3;3;12
09372128;Gleißenberg;3;-1;1;0;3
09372130;Grafenwiesen;2;0;0;0;2
09372135;Hohenwarth;8;1;4;1;2
09372137;Bad Kötzting, St;35;8;5;1;21
09372138;Lam, M;0;-14;11;1;2
09372142;Michelsneukirchen;6;1;1;0;4
09372143;Miltach;5;0;1;0;4
09372144;Neukirchen b.Hl.Blut, M;11;0;2;2;7
09372146;Pemfling;11;0;0;0;11
09372147;Pösing;7;0;0;0;7
09372149;Reichenbach;1;1;0;0;0
09372150;Rettenbach;9;-1;0;2;8
09372151;Rimbach;7;1;1;0;5
09372153;Roding, St;78;9;29;6;34
09372154;Rötz, St;11;0;1;3;7
09372155;Runding;9;1;1;3;4
09372157;Schönthal;5;0;0;0;5
09372158;Schorndorf;35;9;8;0;18
09372161;Stamsried, M;5;0;1;1;3
09372163;Tiefenbach;4;0;-1;0;5
09372164;Traitsching;70;53;3;5;9
09372165;Treffelstein;3;2;0;2;-1
09372167;Zell;11;0;0;0;11
09372168;Waffenbrunn;1;0;0;0;1
09372169;Wald;14;0;1;2;11
09372170;Walderbach;11;0;0;0;11
09372171;Waldmünchen, St;21;6;1;0;14
09372174;Weiding;13;1;1;2;9
09372175;Willmering;19;2;4;3;10
09372177;Zandt;9;0;0;0;9
09372178;Lohberg;2;0;0;0;2
09373112;Berching, St;34;0;1;7;26
09373113;Berg b.Neumarkt i.d.OPf.;43;2;4;4;33
09373114;Berngau;12;0;-1;4;9
09373115;Breitenbrunn, M;8;-1;1;1;7
09373119;Deining;46;0;9;14;23
09373121;Dietfurt a.d.Altmühl, St;31;10;2;5;14
09373126;Freystadt, St;78;20;20;6;32
09373134;Hohenfels, M;6;3;1;1;1
09373140;Lauterhofen, M;39;25;2;-1;13
09373143;Lupburg, M;15;4;3;3;5
09373146;Mühlhausen;62;11;26;5;20
09373147;Neumarkt i.d.OPf., GKSt;261;75;85;39;62
09373151;Parsberg, St;61;9;29;6;17
09373153;Pilsach;14;0;-1;3;12
09373155;Postbauer-Heng, M;34;2;4;9;19
09373156;Pyrbaum, M;33;3;5;4;21
09373159;Sengenthal;44;1;7;14;22
09373160;Seubersdorf i.d.OPf.;25;2;2;3;18
09373167;Velburg, St;16;0;-1;-2;19
09374111;Altenstadt a.d.Waldnaab;2;0;0;1;1
09374117;Eschenbach i.d.OPf., St;15;4;1;7;3
09374118;Eslarn, M;4;0;1;0;3
09374119;Etzenricht;1;0;0;1;0
09374121;Floß, M;20;1;3;5;11
09374122;Flossenbürg;0;0;0;0;0
09374123;Georgenberg;4;0;-1;1;4
09374124;Grafenwöhr, St;9;1;0;0;8
09374127;Irchenrieth;18;1;0;4;13
09374128;Kirchendemenreuth;3;-1;1;2;1
09374129;Kirchenthumbach, M;3;0;0;-1;4
09374131;Kohlberg, M;3;0;0;0;3
09374132;Leuchtenberg, M;5;2;0;1;2
09374133;Luhe-Wildenau, M;16;0;0;10;6
09374134;Mantel, M;6;0;0;1;5
09374137;Moosbach, M;3;1;0;0;2
09374139;Neustadt a.d.Waldnaab, St;24;3;0;10;11
09374140;Neustadt am Kulm, St;1;0;0;0;1
09374144;Parkstein, M;5;0;1;0;4
09374146;Pirk;10;1;2;1;6
09374147;Pleystein, St;4;0;0;0;4
09374148;Trabitz;4;0;0;1;3
09374149;Pressath, St;10;1;-2;3;8
09374150;Püchersreuth;6;1;0;0;5
09374154;Schirmitz;26;2;20;0;4
09374155;Schlammersdorf;0;0;0;0;0
09374156;Schwarzenbach;2;0;0;0;2
09374157;Speinshart;4;0;1;3;0
09374158;Störnstein;6;0;0;0;6
09374159;Tännesberg, M;4;0;0;0;4
09374160;Theisseil;5;0;0;1;4
09374162;Vohenstrauß, St;9;-1;1;1;8
09374163;Vorbach;2;0;0;0;2
09374164;Waidhaus, M;2;0;0;1;1
09374165;Waldthurn, M;3;1;1;-1;2
09374166;Weiherhammer;11;0;2;-1;10
09374168;Windischeschenbach, St;15;2;0;0;13
09374170;Bechtsrieth;4;0;0;0;4
09374444;Gem.fr. Geb. Neustadt a.d.Waldnaab;0;0;0;0;0
09375113;Alteglofsheim;25;0;1;1;23
09375114;Altenthann;6;0;1;1;4
09375115;Aufhausen;32;16;1;2;13
09375116;Bach a.d.Donau;6;0;1;0;5
09375117;Barbing;24;0;6;3;15
09375118;Beratzhausen, M;12;0;0;2;10
09375119;Bernhardswald;21;1;6;3;11
09375120;Brennberg;13;0;0;3;10
09375122;Brunn;8;0;0;0;8
09375127;Deuerling;5;0;0;0;5
09375130;Donaustauf, M;44;2;1;12;29
09375131;Duggendorf;6;1;0;2;3
09375143;Hagelstadt;4;0;0;1;3
09375148;Hemau, St;30;0;0;5;25
09375153;Holzheim a.Forst;3;0;0;0;3
09375156;Kallmünz, M;8;1;0;1;6
09375161;Köfering;13;2;2;3;6
09375162;Laaber, M;11;0;0;0;11
09375165;Lappersdorf, M;46;7;5;6;28
09375170;Mintraching;6;-14;0;1;19
09375171;Mötzing;4;0;0;0;4
09375174;Neutraubling, St;17;2;2;4;9
09375175;Nittendorf, M;31;1;1;11;18
09375179;Obertraubling;45;2;4;12;27
09375180;Pentling;93;46;24;12;11
09375181;Pettendorf;17;1;0;7;9
09375182;Pfakofen;4;1;0;0;3
09375183;Pfatter;2;0;0;-1;3
09375184;Pielenhofen;5;0;1;0;4
09375190;Regenstauf, M;58;5;8;10;35
09375191;Riekofen;3;0;0;1;2
09375196;Schierling, M;73;7;8;12;46
09375199;Sinzing;71;5;16;9;41
09375201;Sünching;27;7;5;2;13
09375204;Tegernheim;22;0;1;9;12
09375205;Thalmassing;15;0;0;1;14
09375208;Wenzenbach;34;0;3;9;22
09375209;Wiesent;12;1;1;0;10
09375210;Wörth a.d.Donau, St;26;0;5;8;13
09375211;Wolfsegg;3;0;1;1;1
09375213;Zeitlarn;16;2;1;0;13
09375444;Gem.fr. Geb. Regensburg;0;0;0;0;0
09376112;Altendorf;1;0;0;0;1
09376116;Bodenwöhr;30;5;9;4;12
09376117;Bruck i.d.OPf., M;11;0;0;3;8
09376119;Burglengenfeld, St;171;38;57;19;57
09376122;Dieterskirchen;1;0;0;0;1
09376125;Fensterbach;3;0;-1;0;4
09376131;Gleiritsch;3;0;0;0;3
09376133;Guteneck;0;0;0;0;0
09376141;Maxhütte-Haidhof, St;74;16;7;13;38
09376144;Nabburg, St;15;2;0;1;12
09376146;Neukirchen-Balbini, M;7;0;1;0;6
09376147;Neunburg vorm Wald, St;43;4;6;10;23
09376148;Niedermurach;2;0;0;0;2
09376149;Nittenau, St;35;1;4;8;22
09376150;Wernberg-Köblitz, M;9;0;1;0;8
09376151;Oberviechtach, St;13;2;0;1;10
09376153;Pfreimd, St;7;1;2;0;4
09376159;Schmidgaden;13;0;0;1;12
09376160;Schönsee, St;6;0;3;1;2
09376161;Schwandorf, GKSt;173;32;32;34;75
09376162;Schwarzach b.Nabburg;4;0;1;0;3
09376163;Schwarzenfeld, M;33;2;6;2;23
09376164;Schwarzhofen, M;2;0;1;0;1
09376167;Stadlern;0;0;0;0;0
09376168;Steinberg am See;11;0;0;4;7
09376169;Stulln;5;0;0;0;5
09376170;Teublitz, St;24;1;5;1;17
09376171;Teunz;5;0;0;1;4
09376172;Thanstein;5;0;0;2;3
09376173;Trausnitz;0;0;0;0;0
09376175;Wackersdorf;41;0;10;10;21
09376176;Weiding;0;0;0;0;0
09376178;Winklarn, M;5;1;1;0;3
09376444;Gem.fr. Geb. Schwandorf;0;0;0;0;0
09377112;Bärnau, St;8;0;2;0;6
09377113;Brand;2;0;0;0;2
09377115;Ebnath;0;0;0;0;0
09377116;Erbendorf, St;7;1;1;0;5
09377117;Falkenberg, M;4;0;0;0;4
09377118;Friedenfels;0;0;0;0;0
09377119;Fuchsmühl, M;3;0;0;0;3
09377127;Immenreuth;2;0;0;-1;3
09377128;Kastl;6;1;0;1;4
09377129;Kemnath, St;19;3;1;3;12
09377131;Konnersreuth, M;0;0;0;0;0
09377132;Krummennaab;2;0;0;0;2
09377133;Kulmain;3;0;2;-2;3
09377137;Leonberg;1;0;0;0;1
09377139;Mähring, M;4;0;1;0;3
09377141;Mitterteich, St;22;2;1;2;17
09377142;Neualbenreuth, M;0;0;0;0;0
09377143;Neusorg;3;0;0;0;3
09377145;Pechbrunn;2;0;0;0;2
09377146;Plößberg, M;10;0;0;0;10
09377148;Pullenreuth;1;0;-1;1;1
09377149;Reuth b.Erbendorf;0;0;0;0;0
09377154;Tirschenreuth, St;44;13;7;7;17
09377157;Waldershof, St;5;0;-2;2;5
09377158;Waldsassen, St;17;2;4;2;9
09377159;Wiesau, M;3;0;1;-1;3
09377444;Gem.fr. Geb. Tirschenreuth;0;0;0;0;0
09461000;Bamberg;435;167;139;58;71
09462000;Bayreuth;308;128;79;57;44
09463000;Coburg;292;107;83;41;61
09464000;Hof;68;57;-5;-2;18
09471111;Altendorf;15;0;0;3;12
09471115;Baunach, St;3;0;0;1;2
09471117;Bischberg;33;2;7;1;23
09471119;Breitengüßbach;19;0;2;10;7
09471120;Burgebrach, M;29;3;2;6;18
09471122;Burgwindheim, M;0;0;0;0;0
09471123;Buttenheim, M;39;6;7;11;15
09471128;Ebrach, M;4;0;0;2;2
09471131;Frensdorf;18;0;0;3;15
09471133;Gerach;5;0;0;-1;6
09471137;Gundelsheim;10;0;2;0;8
09471140;Hallstadt, St;29;4;10;0;15
09471142;Heiligenstadt i.OFr., M;10;0;0;2;8
09471145;Hirschaid, M;50;5;2;5;38
09471150;Kemmern;6;0;0;0;6
09471151;Königsfeld;2;0;0;-1;3
09471152;Lauter;1;1;0;0;0
09471154;Lisberg;5;0;0;-1;6
09471155;Litzendorf;14;0;-1;1;14
09471159;Memmelsdorf;20;1;2;-1;18
09471165;Oberhaid;8;0;0;0;8
09471169;Pettstadt;5;0;0;2;3
09471172;Pommersfelden;26;0;1;2;23
09471173;Priesendorf;1;0;0;0;1
09471174;Rattelsdorf, M;20;5;5;0;10
09471175;Reckendorf;9;0;3;2;4
09471185;Scheßlitz, St;29;5;1;-2;25
09471186;Schönbrunn i.Steigerwald;4;0;0;1;3
09471189;Stadelhofen;6;0;0;0;6
09471191;Stegaurach;11;1;0;0;10
09471195;Strullendorf;11;0;1;0;10
09471207;Viereth-Trunstadt;11;0;2;3;6
09471208;Walsdorf;9;2;0;4;3
09471209;Wattendorf;2;0;0;0;2
09471214;Zapfendorf, M;20;1;2;5;12
09471220;Schlüsselfeld, St;27;3;1;2;21
09471444;Gem.fr. Geb. Bamberg;0;0;0;0;0
09472111;Ahorntal;8;1;-1;1;7
09472115;Aufseß;3;0;1;1;1
09472116;Bad Berneck i.Fichtelgebirge, St;0;0;0;0;0
09472118;Betzenstein, St;9;0;0;1;8
09472119;Bindlach;21;1;1;0;19
09472121;Bischofsgrün;4;0;0;0;4
09472127;Creußen, St;19;0;3;0;16
09472131;Eckersdorf;20;0;1;1;18
09472133;Emtmannsberg;2;0;0;0;2
09472138;Fichtelberg;2;0;1;0;1
09472139;Gefrees, St;5;0;0;0;5
09472140;Gesees;5;0;0;0;5
09472141;Glashütten;6;0;0;0;6
09472143;Goldkronach, St;7;0;1;0;6
09472146;Haag;2;0;0;0;2
09472150;Heinersreuth;15;4;2;3;6
09472154;Hollfeld, St;7;0;1;-1;7
09472155;Hummeltal;0;0;0;0;0
09472156;Kirchenpingarten;8;0;0;2;6
09472164;Mehlmeisel;1;0;0;0;1
09472166;Mistelbach;4;1;0;0;3
09472167;Mistelgau;14;0;4;2;8
09472175;Pegnitz, St;15;0;0;0;15
09472176;Plankenfels;0;0;0;0;0
09472177;Plech, M;1;0;0;0;1
09472179;Pottenstein, St;14;5;0;0;9
09472180;Prebitz;2;0;0;1;1
09472184;Schnabelwaid, M;1;0;0;0;1
09472188;Seybothenreuth;2;0;0;0;2
09472190;Speichersdorf;18;0;-1;2;17
09472197;Waischenfeld, St;11;1;0;1;9
09472198;Warmensteinach;7;4;3;0;0
09472199;Weidenberg, M;25;6;7;3;9
09472444;Gem.fr. Geb. Bayreuth;0;0;0;0;0
09473112;Ahorn;6;0;0;1;5
09473120;Dörfles-Esbach;1;0;0;1;0
09473121;Ebersdorf b.Coburg;8;-2;-1;2;9
09473132;Großheirath;14;0;3;1;10
09473134;Grub a.Forst;4;0;1;0;3
09473138;Itzgrund;5;0;-1;2;4
09473141;Lautertal;11;-1;-1;2;11
09473144;Meeder;16;3;0;7;6
09473151;Neustadt b.Coburg, GKSt;30;5;5;5;15
09473153;Niederfüllbach;10;0;0;2;8
09473158;Bad Rodach, St;13;1;1;5;6
09473159;Rödental, St;35;7;12;5;11
09473165;Seßlach, St;13;1;2;2;8
09473166;Sonnefeld;6;0;0;1;5
09473170;Untersiemau;12;0;1;2;9
09473174;Weidhausen b.Coburg;6;0;0;0;6
09473175;Weitramsdorf;13;0;0;0;13
09473444;Gem.fr. Geb. Coburg;0;0;0;0;0
09474119;Dormitz;21;4;2;-1;16
09474121;Ebermannstadt, St;13;2;4;2;5
09474122;Effeltrich;9;1;-1;4;5
09474123;Eggolsheim, M;22;8;-1;-2;17
09474124;Egloffstein, M;6;4;0;-2;4
09474126;Forchheim, GKSt;111;24;36;7;44
09474129;Gößweinstein, M;10;1;1;1;7
09474132;Gräfenberg, St;15;1;-1;2;13
09474133;Hallerndorf;21;0;-1;7;15
09474134;Hausen;16;2;-1;4;11
09474135;Heroldsbach;19;3;1;3;12
09474137;Hetzles;2;0;0;1;1
09474138;Hiltpoltstein, M;4;0;-1;1;4
09474140;Igensdorf, M;18;1;2;0;15
09474143;Kirchehrenbach;0;0;0;-1;1
09474144;Kleinsendelbach;4;1;0;2;1
09474145;Kunreuth;5;-3;4;0;4
09474146;Langensendelbach;9;0;0;1;8
09474147;Leutenbach;12;3;3;2;4
09474154;Neunkirchen a.Brand, M;20;-3;4;4;15
09474156;Obertrubach;9;0;1;0;8
09474158;Pinzberg;5;0;0;1;4
09474160;Poxdorf;4;0;2;0;2
09474161;Pretzfeld, M;4;-2;-1;3;4
09474168;Unterleinleiter;4;0;0;0;4
09474171;Weilersbach;7;1;1;0;5
09474173;Weißenohe;0;0;0;0;0
09474175;Wiesenthau;6;1;3;2;0
09474176;Wiesenttal, M;5;1;0;0;4
09475112;Bad Steben, M;4;0;1;0;3
09475113;Berg;1;0;0;1;0
09475120;Döhlau;5;1;0;2;2
09475123;Feilitzsch;6;1;-1;1;5
09475127;Gattendorf;4;0;2;0;2
09475128;Geroldsgrün;1;0;0;0;1
09475136;Helmbrechts, St;6;-3;0;4;5
09475137;Issigau;0;0;0;0;0
09475141;Köditz;7;0;1;1;5
09475142;Konradsreuth;5;0;0;1;4
09475145;Leupoldsgrün;2;0;0;0;2
09475146;Lichtenberg, St;0;0;0;0;0
09475154;Münchberg, St;10;0;1;-2;11
09475156;Naila, St;10;1;-1;1;9
09475158;Oberkotzau, M;8;0;1;0;7
09475161;Regnitzlosau;0;0;0;0;0
09475162;Rehau, St;10;1;3;2;4
09475165;Schauenstein, St;1;0;0;1;0
09475168;Schwarzenbach a.d.Saale, St;4;0;0;1;3
09475169;Schwarzenbach a.Wald, St;1;0;0;-1;2
09475171;Selbitz, St;2;0;1;0;1
09475174;Sparneck, M;4;0;0;0;4
09475175;Stammbach, M;5;0;0;2;3
09475181;Töpen;1;0;0;0;1
09475182;Trogen;2;-2;2;0;2
09475184;Weißdorf;0;-1;0;1;0
09475189;Zell im Fichtelgebirge, M;1;0;0;0;1
09475444;Gem.fr. Geb. Hof;0;0;0;0;0
09476145;Kronach, St;27;-1;3;5;20
09476146;Küps, M;31;-1;27;-1;6
09476152;Ludwigsstadt, St;1;0;0;-2;3
09476154;Mitwitz, M;2;0;1;0;1
09476159;Nordhalben, M;0;0;0;0;0
09476164;Pressig, M;15;2;8;2;3
09476166;Reichenbach;0;0;0;0;0
09476171;Schneckenlohe;2;0;0;1;1
09476175;Steinbach a.Wald;4;0;-1;3;2
09476177;Steinwiesen, M;4;0;2;0;2
09476178;Stockheim;8;-2;2;0;8
09476179;Tettau, M;0;0;0;0;0
09476180;Teuschnitz, St;4;0;0;0;4
09476182;Tschirn;1;0;0;1;0
09476183;Marktrodach, M;4;0;1;-2;5
09476184;Wallenfels, St;1;0;0;-1;2
09476185;Weißenbrunn;1;0;0;0;1
09476189;Wilhelmsthal;7;0;1;3;3
09476444;Gem.fr. Geb. Kronach;0;0;0;0;0
09477117;Grafengehaig, M;2;0;0;0;2
09477118;Guttenberg;0;0;0;0;0
09477119;Harsdorf;0;0;-1;0;1
09477121;Himmelkron;21;3;3;5;10
09477124;Kasendorf, M;8;1;-1;1;7
09477127;Ködnitz;2;0;1;0;1
09477128;Kulmbach, GKSt;38;6;11;6;15
