GENESIS-Tabelle: 31111-03-02-5-B
Baugenehmigungen: Wohnungen in Wohn- und Nichtwohngebäuden;;;;;;
(einschl. Umbau) - Jahressumme -;;;;;;
regionale Ebenen;;;;;;
Statistik der Baugenehmigungen;;;;;;
Wohnungen in Wohn- und Nichtwohngebäuden (Anzahl);;;;;;
2015;;;;;;
;;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung
;;Insgesamt;1 oder 2 Räume;3 Räume;4 Räume;5 oder mehr Räume
01057087;Wendtorf;76;2;47;9;18
01057088;Wisch;8;3;0;1;4
01057089;Wittmoldt;0;0;0;0;0
01057090;Fargau-Pratjau;2;0;1;1;0
01057091;Schwentinental;42;11;16;2;13
01058001;Achterwehr;12;3;0;-1;10
01058003;Alt Duvenstedt;28;0;12;11;5
01058004;Altenhof;0;0;0;0;0
01058005;Altenholz;7;0;0;1;6
01058007;Arpsdorf;2;0;0;1;1
01058008;Ascheffel;5;0;0;2;3
01058009;Aukrug;7;0;1;0;6
01058010;Bargstall;0;0;0;0;0
01058011;Bargstedt;1;0;0;0;1
01058012;Barkelsby;3;0;1;2;0
01058013;Beldorf;2;0;0;0;2
01058014;Bendorf;1;0;0;-1;2
01058015;Beringstedt;2;0;0;0;2
01058016;Bissee;0;0;0;0;0
01058018;Blumenthal;1;0;-1;1;1
01058019;Böhnhusen;1;0;0;0;1
01058021;Bokel;0;0;0;0;0
01058022;Bordesholm;74;15;24;22;13
01058023;Borgdorf-Seedorf;0;0;0;0;0
01058024;Borgstedt;13;0;4;3;6
01058025;Bornholt;2;0;0;0;2
01058026;Bovenau;4;0;0;0;4
01058027;Brammer;1;1;0;0;0
01058028;Bredenbek;12;0;1;2;9
01058029;Breiholz;4;0;0;0;4
01058030;Brekendorf;3;0;0;-2;5
01058031;Brinjahe;2;0;1;1;0
01058032;Brodersby;6;1;3;0;2
01058033;Brügge;0;0;0;0;0
01058034;Büdelsdorf;21;1;3;15;2
01058035;Bünsdorf;1;-1;1;-1;2
01058036;Christiansholm;0;0;0;0;0
01058037;Dänischenhagen;12;1;3;0;8
01058038;Dätgen;1;0;0;0;1
01058039;Damendorf;0;0;0;0;0
01058040;Damp;1;0;-1;1;1
01058042;Dörphof;7;4;0;1;2
01058043;Eckernförde;115;25;36;41;13
01058044;Ehndorf;0;0;0;0;0
01058045;Eisendorf;0;0;0;0;0
01058046;Ellerdorf;2;0;0;0;2
01058047;Elsdorf-Westermühlen;5;0;1;1;3
01058048;Embühren;1;1;0;0;0
01058049;Emkendorf;2;0;1;0;1
01058050;Felde;4;0;0;0;4
01058051;Felm;2;0;1;0;1
01058052;Fleckeby;24;0;2;5;17
01058053;Flintbek;14;0;0;0;14
01058054;Fockbek;26;0;14;3;9
01058055;Friedrichsgraben;0;0;0;0;0
01058056;Friedrichsholm;1;0;0;0;1
01058057;Gammelby;0;0;0;-1;1
01058058;Gettorf;36;1;9;8;18
01058059;Gnutz;6;0;3;2;1
01058061;Gokels;0;0;0;0;0
01058062;Grauel;0;0;0;0;0
01058063;Grevenkrug;2;2;-2;2;0
01058064;Groß Buchwald;0;0;0;0;0
01058065;Groß Vollstedt;2;0;0;0;2
01058066;Groß Wittensee;6;1;0;1;4
01058067;Güby;0;0;0;0;0
01058068;Haale;2;0;0;2;0
01058069;Haby;7;0;0;1;6
01058070;Hamdorf;3;0;0;2;1
01058071;Hamweddel;3;0;0;0;3
01058072;Hanerau-Hademarschen;3;0;0;0;3
01058073;Haßmoor;0;0;0;0;0
01058074;Heinkenborstel;0;0;0;0;0
01058075;Hörsten;0;0;0;0;0
01058076;Hoffeld;0;0;0;0;0
01058077;Hohenwestedt;12;0;0;4;8
01058078;Hohn;14;0;5;4;5
01058080;Holtsee;3;0;0;-2;5
01058081;Holzbunge;3;0;0;1;2
01058082;Holzdorf;3;1;1;0;1
01058083;Hütten;1;0;0;0;1
01058084;Hummelfeld;0;0;-1;0;1
01058085;Jahrsdorf;0;0;0;0;0
01058086;Jevenstedt;47;0;10;31;6
01058087;Karby;0;0;0;0;0
01058088;Klein Wittensee;0;0;0;0;0
01058089;Königshügel;1;0;0;0;1
01058090;Kosel;9;0;1;6;2
01058091;Krogaspe;1;0;0;1;0
01058092;Kronshagen;20;4;6;1;9
01058093;Krummwisch;2;0;1;0;1
01058094;Langwedel;7;0;2;1;4
01058096;Lindau;11;0;0;4;7
01058097;Lohe-Föhrden;1;0;1;-2;2
01058098;Loop;2;0;1;1;0
01058099;Loose;5;0;0;4;1
01058100;Lütjenwestedt;2;0;0;1;1
01058101;Luhnstedt;1;0;0;0;1
01058102;Goosefeld;0;0;0;0;0
01058103;Meezen;1;0;1;0;0
01058104;Melsdorf;21;0;1;3;17
01058105;Mielkendorf;10;0;0;2;8
01058106;Mörel;0;0;0;0;0
01058107;Molfsee;13;0;4;4;5
01058108;Mühbrook;2;0;0;0;2
01058109;Negenharrie;2;0;0;0;2
01058110;Neudorf-Bornstein;1;0;0;0;1
01058111;Neu Duvenstedt;0;0;0;0;0
01058112;Neuwittenbek;0;0;0;0;0
01058113;Nienborstel;1;0;0;0;1
01058115;Nindorf;2;0;0;1;1
01058116;Noer;3;0;0;1;2
01058117;Nortorf;35;7;6;15;7
01058118;Nübbel;10;0;1;6;3
01058119;Oldenbüttel;0;0;0;0;0
01058120;Oldenhütten;1;0;1;0;0
01058121;Osdorf;3;0;0;1;2
01058122;Ostenfeld (Rendsburg);2;0;0;1;1
01058123;Osterby;0;0;0;-1;1
01058124;Osterrönfeld;34;2;10;4;18
01058125;Osterstedt;3;0;-1;0;4
01058126;Ottendorf;0;0;0;0;0
01058127;Owschlag;12;2;3;0;7
01058128;Padenstedt;2;0;0;0;2
01058129;Prinzenmoor;0;0;0;0;0
01058130;Quarnbek;1;0;0;0;1
01058131;Rade b. Hohenwestedt;1;0;0;0;1
01058132;Rade b. Rendsburg;1;0;0;1;0
01058133;Reesdorf;4;1;0;2;1
01058134;Remmels;1;0;1;0;0
01058135;Rendsburg;62;4;32;7;19
01058136;Rickert;1;0;0;0;1
01058137;Rieseby;8;0;0;1;7
01058138;Rodenbek;1;0;0;0;1
01058139;Rumohr;1;0;0;0;1
01058140;Schacht-Audorf;20;13;-1;0;8
01058141;Schierensee;0;0;0;0;0
01058142;Schinkel;6;0;1;0;5
01058143;Schmalstede;3;2;1;0;0
01058144;Schönbek;1;0;0;0;1
01058145;Schönhorst;0;0;0;0;0
01058146;Schülldorf;3;0;0;1;2
01058147;Schülp b. Nortorf;0;0;0;0;0
01058148;Schülp b. Rendsburg;5;0;1;2;2
01058150;Schwedeneck;2;0;0;0;2
01058151;Seefeld;0;0;0;0;0
01058152;Sehestedt;6;0;0;1;5
01058153;Sören;0;0;0;0;0
01058154;Sophienhamm;1;0;0;0;1
01058155;Stafstedt;1;0;0;0;1
01058156;Steenfeld;0;0;0;0;0
01058157;Strande;5;0;0;1;4
01058158;Tackesdorf;0;0;0;0;0
01058159;Tappendorf;1;0;0;0;1
01058160;Techelsdorf;0;0;0;0;0
01058161;Thaden;0;0;0;0;0
01058162;Thumby;0;0;0;-1;1
01058163;Timmaspe;0;0;0;0;0
01058164;Todenbüttel;2;0;0;0;2
01058165;Tüttendorf;7;1;0;-1;7
01058166;Waabs;8;0;1;2;5
01058167;Wapelfeld;0;0;0;0;0
01058168;Warder;3;0;1;1;1
01058169;Wasbek;5;0;1;0;4
01058170;Wattenbek;2;0;0;0;2
01058171;Westensee;4;0;1;1;2
01058172;Westerrönfeld;11;2;7;-1;3
01058173;Windeby;4;0;0;0;4
01058174;Winnemark;1;0;1;0;0
01058175;Ahlefeld-Bistensee;0;0;0;0;0
01059001;Alt Bennebek;0;0;0;0;0
01059002;Arnis;1;0;1;0;0
01059005;Bergenhusen;0;0;0;0;0
01059006;Böel;2;0;0;1;1
01059008;Böklund;12;3;2;5;2
01059009;Börm;4;0;0;2;2
01059010;Bollingstedt;2;0;1;0;1
01059011;Boren;-;-;-;-;-
01059012;Borgwedel;1;0;0;0;1
01059014;Brebel;1;0;0;1;0
01059016;Brodersby;3;1;0;1;1
01059018;Busdorf;2;0;1;0;1
01059019;Dannewerk;5;0;0;2;3
01059020;Dörpstedt;0;0;0;0;0
01059021;Dollrottfeld;1;0;0;0;1
01059022;Ekenis;-;-;-;-;-
01059023;Ellingstedt;0;0;0;0;0
01059024;Erfde;32;0;0;29;3
01059026;Fahrdorf;5;0;0;0;5
01059032;Geltorf;3;0;0;1;2
01059033;Goltoft;0;0;0;0;0
01059034;Grödersby;1;0;0;0;1
01059035;Groß Rheide;1;0;0;1;0
01059037;Havetoft;0;0;0;0;0
01059038;Havetoftloit;-;-;-;-;-
01059039;Hollingstedt;1;0;0;0;1
01059041;Hüsby;1;0;0;1;0
01059042;Idstedt;8;0;0;6;2
01059043;Jagel;7;0;0;6;1
01059044;Jübek;24;3;2;7;12
01059045;Kappeln;261;8;93;93;67
01059047;Kiesby;-;-;-;-;-
01059049;Klappholz;1;0;0;0;1
01059050;Klein Bennebek;1;0;0;0;1
01059051;Klein Rheide;0;0;0;0;0
01059053;Kropp;72;47;13;8;4
01059055;Loit;1;0;0;0;1
01059056;Lottorf;4;0;1;1;2
01059057;Lürschau;1;0;1;1;-1
01059058;Meggerdorf;2;0;0;1;1
01059060;Mohrkirch;2;0;0;0;2
01059062;Neuberend;7;0;-1;0;8
01059063;Norderbrarup;3;0;0;-1;4
01059064;Norderstapel;4;0;0;2;2
01059065;Nottfeld;1;0;0;0;1
01059067;Oersberg;0;0;0;0;0
01059068;Rabenkirchen-Faulück;-1;-2;-2;1;2
01059069;Rüde;-;-;-;-;-
01059070;Rügge;1;0;0;-1;2
01059071;Satrup;-;-;-;-;-
01059072;Saustrup;0;0;0;0;0
01059073;Schaalby;6;1;3;0;2
01059074;Scheggerott;2;0;0;2;0
01059075;Schleswig;129;8;28;37;56
01059076;Schnarup-Thumby;2;0;0;0;2
01059077;Schuby;22;3;1;7;11
01059078;Selk;3;0;0;0;3
01059079;Silberstedt;17;0;5;2;10
01059080;Steinfeld;5;0;0;2;3
01059081;Stolk;0;0;0;0;0
01059082;Struxdorf;2;0;0;0;2
01059083;Süderbrarup;27;1;11;10;5
01059084;Süderfahrenstedt;0;0;0;0;0
01059085;Süderstapel;2;2;0;0;0
01059086;Taarstedt;2;0;0;0;2
01059087;Tetenhusen;6;0;0;1;5
01059088;Tielen;0;0;0;0;0
01059090;Tolk;4;0;2;1;1
01059092;Treia;18;0;5;7;6
01059093;Ülsby;0;0;0;0;0
01059094;Ulsnis;9;0;4;2;3
01059095;Wagersrott;0;0;0;0;0
01059096;Wohlde;3;0;0;1;2
01059097;Twedt;0;0;0;0;0
01059098;Nübel;9;1;1;2;5
01059101;Tastrup;2;0;0;0;2
01059102;Ahneby;0;0;0;0;0
01059103;Ausacker;0;0;0;0;0
01059105;Böxlund;0;0;0;0;0
01059106;Dollerup;6;0;0;6;0
01059107;Eggebek;10;0;2;4;4
01059109;Esgrus;0;0;0;0;0
01059112;Gelting;15;2;3;6;4
01059113;Glücksburg (Ostsee);79;12;33;18;16
01059115;Großenwiehe;26;1;4;2;19
01059116;Großsolt;6;0;0;3;3
01059118;Grundhof;3;0;1;2;0
01059120;Harrislee;48;1;8;26;13
01059121;Hasselberg;4;0;0;3;1
01059123;Hörup;4;0;0;3;1
01059124;Holt;0;0;0;0;0
01059126;Hürup;2;0;1;0;1
01059127;Husby;25;2;8;3;12
01059128;Janneby;0;0;0;0;0
01059129;Jardelund;0;0;0;0;0
01059131;Jerrishoe;5;2;0;1;2
01059132;Jörl;4;0;0;1;3
01059136;Kronsgaard;0;0;0;0;0
01059137;Langballig;11;0;3;6;2
01059138;Langstedt;2;0;0;1;1
01059141;Maasbüll;1;0;0;0;1
01059142;Maasholm;4;0;0;1;3
01059143;Medelby;7;0;0;1;6
01059144;Meyn;0;0;0;0;0
01059145;Munkbrarup;6;0;0;2;4
01059147;Nieby;1;0;0;0;1
01059148;Niesgrau;1;0;0;1;0
01059149;Nordhackstedt;0;0;0;0;0
01059151;Osterby;0;0;0;0;0
01059152;Pommerby;2;0;0;2;0
01059153;Quern;-;-;-;-;-
01059154;Rabel;1;0;0;0;1
01059155;Rabenholz;0;0;0;0;0
01059157;Ringsberg;2;0;0;0;2
01059158;Schafflund;26;0;1;10;15
01059159;Sieverstedt;10;2;3;0;5
01059161;Sörup;27;1;3;3;20
01059162;Sollerup;0;0;0;0;0
01059163;Stangheck;2;0;0;2;0
01059164;Steinberg;4;0;3;0;1
01059165;Steinbergkirche;-;-;-;-;-
01059167;Sterup;2;0;0;1;1
01059168;Stoltebüll;2;1;1;0;0
01059169;Süderhackstedt;0;0;0;0;0
01059171;Tarp;44;0;6;16;22
01059173;Wallsbüll;4;0;0;1;3
01059174;Wanderup;25;6;2;9;8
01059176;Wees;6;0;1;1;4
01059177;Weesby;0;0;0;0;0
01059178;Westerholz;3;0;0;1;2
01059179;Lindewitt;9;0;1;0;8
01059182;Freienwill;14;0;1;2;11
01059183;Handewitt;52;1;15;17;19
01059184;Oeversee;37;1;8;8;20
01059185;Mittelangeln;22;0;5;13;4
01059186;Steinbergkirche;27;1;7;13;6
01059187;Boren;5;0;0;1;4
01060002;Alveslohe;18;0;1;4;13
01060003;Armstedt;0;0;0;0;0
01060004;Bad Bramstedt;180;38;47;20;75
01060005;Bad Segeberg;55;3;12;17;23
01060006;Bahrenhof;0;0;0;0;0
01060007;Bark;3;0;1;2;0
01060008;Bebensee;3;1;0;1;1
01060009;Bimöhlen;3;0;0;1;2
01060010;Blunk;2;0;-1;1;2
01060011;Boostedt;12;0;3;1;8
01060012;Bornhöved;12;0;1;4;7
01060013;Borstel;2;0;0;0;2
01060014;Buchholz b. Wahlstedt;0;0;0;0;0
01060015;Bühnsdorf;0;0;0;0;0
01060016;Daldorf;0;0;0;0;0
01060017;Damsdorf;0;0;0;1;-1
01060018;Dreggers;3;0;3;0;0
01060019;Ellerau;53;8;28;1;16
01060020;Fahrenkrug;3;0;0;1;2
01060021;Föhrden-Barl;2;0;0;2;0
01060022;Fredesdorf;1;0;0;0;1
01060023;Fuhlendorf;3;1;0;0;2
01060024;Geschendorf;3;0;0;1;2
01060025;Glasau;1;0;0;0;1
01060026;Gönnebek;4;0;0;1;3
01060027;Großenaspe;12;1;2;6;3
01060028;Groß Kummerfeld;3;0;1;-1;3
01060029;Groß Niendorf;0;0;0;0;0
01060030;Groß Rönnau;1;0;0;0;1
01060031;Hagen;2;0;0;1;1
01060033;Hardebek;0;0;0;0;0
01060034;Hartenholm;5;0;0;2;3
01060035;Hasenkrug;0;0;0;0;0
01060036;Hasenmoor;3;0;1;0;2
01060037;Heidmoor;7;0;1;3;3
01060038;Heidmühlen;2;0;0;2;0
01060039;Henstedt-Ulzburg;119;5;24;29;61
01060040;Hitzhusen;5;1;-1;3;2
01060041;Högersdorf;0;0;0;0;0
01060042;Hüttblek;1;0;0;0;1
01060043;Itzstedt;26;21;-1;2;4
01060044;Kaltenkirchen;392;78;70;59;185
01060045;Kattendorf;1;0;0;0;1
01060046;Kayhude;8;1;0;0;7
01060047;Kisdorf;4;0;-1;2;3
01060048;Klein Gladebrügge;1;0;0;0;1
01060049;Klein Rönnau;3;0;0;-1;4
01060050;Krems II;0;0;0;0;0
01060051;Kükels;3;0;0;1;2
01060052;Latendorf;3;0;0;0;3
01060053;Leezen;10;5;0;2;3
01060054;Lentföhrden;12;0;0;2;10
01060056;Mönkloh;4;0;2;1;1
01060057;Mözen;0;0;0;0;0
01060058;Nahe;29;20;3;1;5
01060059;Negernbötel;2;0;1;0;1
01060060;Nehms;1;0;0;1;0
01060061;Neuengörs;1;0;0;0;1
01060062;Neversdorf;7;0;0;0;7
01060063;Norderstedt;309;54;81;89;85
01060064;Nützen;3;0;0;0;3
01060065;Oering;1;0;0;1;0
01060066;Oersdorf;1;0;-1;1;1
01060067;Pronstorf;3;0;0;0;3
01060068;Rickling;3;0;1;0;2
01060069;Rohlstorf;3;0;0;0;3
01060070;Schackendorf;6;0;-1;3;4
01060071;Schieren;0;0;0;0;0
01060072;Schmalensee;1;0;0;0;1
01060073;Schmalfeld;12;3;1;2;6
01060074;Schwissel;4;0;0;2;2
01060075;Seedorf;4;0;0;1;3
01060076;Seth;8;0;1;2;5
01060077;Sievershütten;1;0;0;0;1
01060079;Stipsdorf;3;0;3;0;0
01060080;Stocksee;1;0;0;0;1
01060081;Strukdorf;0;0;0;0;0
01060082;Struvenhütten;0;-1;1;0;0
01060084;Stuvenborn;4;0;2;1;1
01060085;Sülfeld;15;5;-1;4;7
01060086;Tarbek;0;0;0;0;0
01060087;Tensfeld;1;0;0;1;0
01060088;Todesfelde;6;0;2;2;2
01060089;Trappenkamp;15;1;0;3;11
01060090;Travenhorst;1;0;1;0;0
01060091;Traventhal;0;0;0;0;0
01060092;Wahlstedt;39;0;8;23;8
01060093;Wakendorf I;2;0;1;1;0
01060094;Wakendorf II;3;0;1;0;2
01060095;Weddelbrook;1;0;0;2;-1
01060096;Weede;2;0;0;0;2
01060097;Wensin;27;21;6;0;0
01060098;Westerrade;1;0;0;1;0
01060099;Wiemersdorf;2;0;0;0;2
01060100;Winsen;1;0;0;0;1
01060101;Wittenborn;14;0;2;6;6
01061001;Aasbüttel;1;0;0;1;0
01061002;Aebtissinwisch;0;0;0;0;0
01061003;Agethorst;0;0;0;0;0
01061004;Altenmoor;0;0;1;-1;0
01061005;Auufer;0;0;0;0;0
01061006;Bahrenfleth;-2;0;-2;0;0
01061007;Beidenfleth;4;0;1;1;2
01061008;Bekdorf;0;0;0;0;0
01061010;Bekmünde;0;0;0;0;0
01061011;Besdorf;0;0;0;0;0
01061012;Blomesche Wildnis;0;0;0;0;0
01061013;Bokelrehm;1;0;1;0;0
01061014;Bokhorst;0;0;0;0;0
01061015;Borsfleth;0;0;0;0;0
01061016;Breitenberg;0;0;0;0;0
01061017;Breitenburg;51;0;1;9;41
01061018;Brokdorf;2;0;1;0;1
01061019;Brokstedt;4;0;0;1;3
01061020;Büttel;0;0;0;0;0
01061021;Christinenthal;0;0;0;0;0
01061022;Dägeling;2;0;0;-1;3
01061023;Dammfleth;1;0;0;1;0
01061024;Drage;1;0;0;0;1
01061025;Ecklak;0;0;0;-1;1
01061026;Elskop;0;0;0;0;0
01061027;Engelbrechtsche Wildnis;1;1;0;0;0
01061028;Fitzbek;0;0;0;0;0
01061029;Glückstadt;7;-1;-1;3;6
01061030;Grevenkop;1;0;0;1;0
01061031;Gribbohm;0;0;0;0;0
01061033;Hadenfeld;0;0;0;0;0
01061034;Heiligenstedten;3;0;0;1;2
01061035;Heiligenstedtenerkamp;4;0;1;2;1
01061036;Hennstedt;5;0;1;1;3
01061037;Herzhorn;9;0;1;3;5
01061038;Hingstheide;0;0;0;0;0
01061039;Hodorf;4;0;-1;2;3
01061040;Hohenaspe;2;0;0;0;2
01061041;Hohenfelde;3;1;0;1;1
01061042;Hohenlockstedt;4;0;0;-1;5
01061043;Holstenniendorf;1;0;0;0;1
01061044;Horst (Holstein);52;11;19;11;11
01061045;Huje;0;0;0;0;0
01061046;Itzehoe;43;4;13;9;17
01061047;Kaaks;2;0;0;0;2
01061048;Kaisborstel;0;0;0;0;0
01061049;Kellinghusen;12;0;6;2;4
01061050;Kiebitzreihe;10;0;0;0;10
01061052;Kleve, b. Itzehoe;0;0;0;0;0
01061053;Kollmoor;0;0;0;0;0
01061054;Krempdorf;0;0;0;0;0
01061055;Krempe;9;7;1;0;1
01061056;Kremperheide;2;1;0;-1;2
01061057;Krempermoor;0;0;0;0;0
01061058;Kronsmoor;2;0;0;2;0
01061059;Krummendiek;0;0;0;0;0
01061060;Kudensee;0;0;0;0;0
01061061;Lägerdorf;1;0;1;0;0
01061062;Landrecht;0;0;0;0;0
01061063;Landscheide;1;0;0;0;1
01061064;Lockstedt;0;0;0;0;0
01061065;Lohbarbek;4;2;0;0;2
01061066;Looft;0;0;0;-1;1
01061067;Mehlbek;0;0;0;0;0
01061068;Moordiek;0;0;0;0;0
01061070;Moorhusen;0;0;0;0;0
01061071;Mühlenbarbek;0;0;0;0;0
01061072;Münsterdorf;2;0;0;1;1
01061073;Neuenbrook;2;0;1;-1;2
01061074;Neuendorf b. Elmshorn;0;0;-1;1;0
01061076;Nienbüttel;0;0;0;0;0
01061077;Nortorf;1;0;0;1;0
01061078;Nutteln;1;0;0;0;1
01061079;Oelixdorf;9;0;0;4;5
01061080;Oeschebüttel;0;0;0;0;0
01061081;Oldenborstel;0;0;0;0;0
01061082;Oldendorf;3;2;0;0;1
01061083;Ottenbüttel;15;2;1;3;9
01061084;Peissen;1;0;0;0;1
01061085;Pöschendorf;0;0;0;0;0
01061086;Poyenberg;1;0;0;0;1
01061087;Puls;0;0;0;-1;1
01061088;Quarnstedt;3;2;0;0;1
01061089;Rade;0;0;0;0;0
01061091;Reher;0;0;0;0;0
01061092;Rethwisch;0;0;0;0;0
01061093;Rosdorf;1;0;-1;1;1
01061095;Sankt Margarethen;3;0;1;0;2
01061096;Sarlhusen;0;0;0;0;0
01061097;Schenefeld;4;0;0;1;3
01061098;Schlotfeld;0;0;0;0;0
01061099;Siezbüttel;-;-;-;-;-
01061100;Silzen;0;0;0;0;0
01061101;Sommerland;2;0;0;-1;3
01061102;Stördorf;0;0;0;0;0
01061103;Störkathen;0;0;0;0;0
01061104;Süderau;0;0;0;0;0
01061105;Vaale;4;0;0;2;2
01061106;Vaalermoor;0;0;0;0;0
01061107;Wacken;8;0;1;1;6
01061108;Warringholz;1;0;1;0;0
01061109;Westermoor;0;0;0;0;0
01061110;Wewelsfleth;1;-1;-1;1;2
01061111;Wiedenborstel;0;0;0;0;0
01061112;Willenscharen;0;0;0;0;0
01061113;Wilster;7;0;0;1;6
01061114;Winseldorf;0;0;0;0;0
01061115;Wittenbergen;0;0;0;0;0
01061116;Wrist;2;0;0;-1;3
01061117;Wulfsmoor;1;0;1;0;0
01061118;Kollmar;12;1;6;4;1
01061119;Neuendorf-Sachsenbande;0;0;0;0;0
01062001;Ahrensburg;201;20;34;42;105
01062003;Badendorf;5;0;0;1;4
01062004;Bad Oldesloe;57;16;14;9;18
01062005;Bargfeld-Stegen;36;5;-1;4;28
01062006;Bargteheide;49;11;18;6;14
01062008;Barnitz;2;0;1;-1;2
01062009;Barsbüttel;75;17;11;9;38
01062011;Braak;7;0;0;0;7
01062014;Delingsdorf;5;0;4;0;1
01062016;Elmenhorst;43;0;5;16;22
01062018;Glinde;9;0;-1;2;8
01062019;Grabau;0;0;-1;0;1
01062020;Grande;6;3;0;-1;4
01062021;Grönwohld;10;1;6;0;3
01062022;Großensee;8;0;0;0;8
01062023;Großhansdorf;23;1;5;5;12
01062025;Hamberge;0;0;0;0;0
01062026;Hamfelde;4;0;0;1;3
01062027;Hammoor;12;1;2;2;7
01062031;Heidekamp;1;0;1;0;0
01062032;Heilshoop;0;0;-1;0;1
01062033;Hohenfelde;0;0;0;0;0
01062035;Hoisdorf;19;4;6;1;8
01062036;Jersbek;19;0;1;1;17
01062039;Klein Wesenberg;10;0;0;1;9
01062040;Köthel;4;0;1;0;3
01062045;Lütjensee;9;0;1;-2;10
01062046;Meddewade;15;1;2;5;7
01062048;Mönkhagen;1;0;0;1;0
01062050;Neritz;1;0;1;0;0
01062051;Nienwohld;1;0;0;0;1
01062053;Oststeinbek;3;0;-1;-2;6
01062056;Pölitz;1;0;0;0;1
01062058;Rausdorf;0;0;0;0;0
01062059;Rehhorst;4;0;0;2;2
01062060;Reinbek;93;22;0;30;41
01062061;Reinfeld (Holstein);58;26;18;-4;18
01062062;Rethwisch;9;1;1;1;6
01062065;Rümpel;0;0;0;0;0
01062069;Siek;10;0;0;0;10
01062071;Stapelfeld;13;2;0;3;8
01062076;Tangstedt;31;0;0;2;29
01062078;Todendorf;8;0;0;2;6
01062081;Tremsbüttel;1;0;0;1;0
01062082;Trittau;61;3;16;27;15
01062083;Westerau;3;0;0;2;1
01062086;Witzhave;4;0;0;0;4
01062087;Zarpen;1;0;0;-1;2
01062088;Brunsbek;4;0;0;0;4
01062089;Lasbek;4;1;2;0;1
01062090;Ammersbek;22;0;2;8;12
01062091;Steinburg;9;0;2;0;7
01062092;Travenbrück;4;0;0;-1;5
01062093;Feldhorst;3;1;0;2;0
01062094;Wesenberg;17;0;0;9;8
02000000;Hamburg;8634;2875;2520;1520;1719
03101000;Braunschweig, krsfr. Stadt;430;81;119;66;164
03102000;Salzgitter, krsfr. Stadt;139;44;6;22;67
03103000;Wolfsburg, krsfr. Stadt;302;59;51;45;147
03151009;Gifhorn;204;20;53;66;65
03151025;Sassenburg;92;6;10;31;45
03151040;Wittingen;66;11;17;11;27
03151401;Boldecker Land, Samtgemeinde;56;-;3;13;40
03151401002;Barwedel;3;-;-;2;1
03151401004;Bokensdorf;22;-;2;4;16
03151401014;Jembke;20;-;-;7;13
03151401020;Osloß;3;-;1;-;2
03151401030;Tappenbeck;4;-;-;-;4
03151401039;Weyhausen;4;-;-;-;4
03151402;Brome, Samtgemeinde;76;-;6;12;58
03151402003;Bergfeld;2;-;-;-;2
03151402005;Brome;15;-;1;2;12
03151402008;Ehra-Lessien;9;-;-;-;9
03151402021;Parsau;8;-;-;2;6
03151402024;Rühen;13;-;-;5;8
03151402031;Tiddische;20;-;4;1;15
03151402032;Tülau;9;-;1;2;6
03151403;Hankensbüttel, Samtgemeinde;29;-;2;5;22
03151403007;Dedelstorf;-;-;-;-;-
03151403011;Hankensbüttel;24;-;3;4;17
03151403019;Obernholz;-;-;-;-;-
03151403028;Sprakensehl;-;-;-1;-;1
03151403029;Steinhorst, Niedersachs;5;-;-;1;4
03151404;Isenbüttel, Samtgemeinde;66;15;13;19;19
03151404006;Calberlah;24;-;5;11;8
03151404013;Isenbüttel;39;15;9;7;8
03151404022;Ribbesbüttel;1;-;-1;-;2
03151404037;Wasbüttel;2;-;-;1;1
03151405;Meinersen, Samtgemeinde;76;9;8;10;49
03151405012;Hillerse;20;1;-;4;15
03151405015;Leiferde;9;-;1;-;8
03151405017;Meinersen;25;3;-;4;18
03151405018;Müden (Aller);22;5;7;2;8
03151406;Papenteich, Samtgemeinde;114;8;8;24;74
03151406001;Adenbüttel;5;-;-;1;4
03151406016;Meine;26;5;2;6;13
03151406023;Rötgesbüttel;20;1;-;4;15
03151406027;Schwülper;47;2;7;9;29
03151406034;Vordorf;11;-;-1;2;10
03151406041;Didderse;5;-;-;2;3
03151407;Wesendorf, Samtgemeinde;65;2;9;12;42
03151407010;Groß Oesingen;12;2;3;4;3
03151407026;Schönewörde;1;-;-;1;-
03151407033;Ummern;7;-;1;1;5
03151407035;Wagenhoff;7;-;3;-;4
03151407036;Wahrenholz;25;-;1;6;18
03151407038;Wesendorf, Niedersachs;13;-;1;-;12
03151501;Giebel, gem.fr. Geb.;-;-;-;-;-
03152001;Adelebsen;3;-;-;-;3
03152004;Bovenden;20;-;-;5;15
03152007;Duderstadt;35;4;5;4;22
03152009;Friedland, Kr Göttingen;23;-;1;4;18
03152011;Gleichen;8;-;-2;2;8
03152012;Göttingen;391;264;50;31;46
03152016;Hann. Münden;24;-;4;1;19
03152021;Rosdorf, Kr Göttingen;92;4;21;21;46
03152026;Staufenberg, Niedersachs;12;-;-1;4;9
03152401;Dransfeld, Samtgemeinde;17;1;1;4;11
03152401005;Bühren;1;1;-;-;-
03152401006;Dransfeld;4;-;1;1;2
03152401013;Jühnde;3;-;-;-;3
03152401017;Niemetal;2;-;-;-;2
03152401023;Scheden;7;-;-;3;4
03152402;Gieboldehausen, Samtgemeinde;27;1;-;-;26
03152402002;Bilshausen;4;-;-;-1;5
03152402003;Bodensee;3;-;1;-;2
03152402010;Gieboldehausen;10;-;-1;2;9
