GENESIS-Tabelle: 31111-02-02-5-B
Baugenehmigungen: Errichtung neuer Nichtwohngebäude;;;;
- Jahressumme - regionale Ebenen;;;;
Statistik der Baugenehmigungen;;;;
Nichtwohngebäude;;;;
2015;;;;
;;Nichtwohngebäude;Nutzfläche;Wohnungen
;;Anzahl;1000 qm;Anzahl
09174135;Odelzhausen;3;2,8;2
09174136;Petershausen;0;0,0;0
09174137;Pfaffenhofen a.d.Glonn;1;0,2;0
09174141;Röhrmoos;2;0,9;0
09174143;Schwabhausen;7;1,7;2
09174146;Sulzemoos;2;2,4;0
09174147;Hilgertshausen-Tandern;4;2,2;0
09174150;Vierkirchen;3;0,8;0
09174151;Weichs;0;0,0;0
09175111;Anzing;2;0,5;0
09175112;Aßling;5;1,3;0
09175113;Baiern;5;1,9;0
09175114;Bruck;2;0,7;0
09175115;Ebersberg, St;2;2,0;3
09175116;Egmating;1;0,2;1
09175118;Forstinning;3;1,9;0
09175119;Frauenneuharting;4;3,0;1
09175121;Glonn, M;6;2,1;2
09175122;Grafing b.München, St;4;7,5;0
09175123;Hohenlinden;6;1,2;2
09175124;Kirchseeon, M;0;0,0;0
09175127;Markt Schwaben, M;8;5,7;2
09175128;Moosach;0;0,0;0
09175131;Oberpframmern;1;0,7;0
09175132;Vaterstetten;11;4,4;0
09175133;Pliening;1;0,3;0
09175135;Poing;3;6,5;0
09175136;Emmering;4;4,3;0
09175137;Steinhöring;1;1,1;0
09175139;Zorneding;0;0,0;0
09175444;Gem.fr. Geb. Ebersberg;0;0,0;0
09176111;Adelschlag;2;1,8;0
09176112;Altmannstein, M;7;2,8;0
09176114;Beilngries, St;13;5,8;0
09176116;Böhmfeld;1;0,7;0
09176118;Buxheim;1;0,5;0
09176120;Denkendorf;4;1,8;0
09176121;Dollnstein, M;1;0,1;0
09176122;Egweil;0;0,0;0
09176123;Eichstätt, GKSt;13;12,8;0
09176124;Eitensheim;2;1,7;0
09176126;Gaimersheim, M;6;2,6;0
09176129;Großmehring;4;39,4;0
09176131;Hepberg;0;0,0;0
09176132;Hitzhofen;1;0,1;0
09176137;Kinding, M;3;1,3;0
09176138;Kipfenberg, M;8;1,8;2
09176139;Kösching, M;15;15,2;1
09176143;Lenting;1;0,3;0
09176147;Mindelstetten;0;0,0;0
09176148;Mörnsheim, M;2;0,8;0
09176149;Nassenfels, M;3;0,8;0
09176150;Oberdolling;2;1,3;0
09176153;Pförring, M;4;3,8;0
09176155;Pollenfeld;10;5,8;0
09176160;Schernfeld;6;4,7;0
09176161;Stammham;3;0,9;0
09176164;Titting, M;3;0,9;0
09176165;Walting;0;0,0;0
09176166;Wellheim, M;3;0,9;0
09176167;Wettstetten;2;0,8;0
09176444;Gem.fr. Geb. Eichstätt;0;0,0;0
09177112;Berglern;1;0,1;0
09177113;Bockhorn;8;7,9;2
09177114;Buch a.Buchrain;0;0,0;0
09177115;Dorfen, St;15;8,7;3
09177116;Eitting;5;3,6;0
09177117;Erding, Große Kreisstadt;9;12,8;3
09177118;Finsing;9;7,5;1
09177119;Forstern;1;0,2;0
09177120;Fraunberg;3;1,4;0
09177121;Hohenpolding;2;1,0;0
09177122;Inning a.Holz;4;0,9;2
09177123;Isen, M;3;0,9;0
09177124;Kirchberg;2;0,5;0
09177126;Langenpreising;5;2,8;0
09177127;Lengdorf;3;1,5;0
09177130;Moosinning;6;1,8;0
09177131;Neuching;2;0,3;0
09177133;Oberding;7;3,6;0
09177134;Ottenhofen;0;0,0;0
09177135;Pastetten;3;3,0;3
09177137;Sankt Wolfgang;6;4,7;0
09177138;Steinkirchen;2;0,4;0
09177139;Taufkirchen (Vils);9;3,3;0
09177142;Walpertskirchen;3;0,5;0
09177143;Wartenberg, M;4;4,8;0
09177144;Wörth;3;1,8;1
09178113;Allershausen;3;1,4;0
09178115;Attenkirchen;4;2,1;1
09178116;Au i.d.Hallertau, M;3;1,3;1
09178120;Eching;4;0,7;1
09178122;Rudelzhausen;1;0,1;0
09178123;Fahrenzhausen;6;3,0;1
09178124;Freising, GKSt;14;28,8;2
09178125;Gammelsdorf;2;0,5;0
09178129;Haag a.d.Amper;1;0,1;0
09178130;Hallbergmoos;3;5,6;0
09178132;Hörgertshausen;2;0,3;0
09178133;Hohenkammer;4;2,5;1
09178136;Kirchdorf a.d.Amper;1;0,5;0
09178137;Kranzberg;7;2,8;0
09178138;Langenbach;6;4,1;0
09178140;Marzling;0;0,0;0
09178142;Mauern;2;0,5;0
09178143;Moosburg a.d.Isar, St;5;1,6;0
09178144;Nandlstadt, M;6;1,9;1
09178145;Neufahrn b.Freising;8;21,8;14
09178150;Paunzhausen;2;0,7;0
09178155;Wang;3;1,6;0
09178156;Wolfersdorf;4;1,9;0
09178157;Zolling;2;1,0;0
09179111;Adelshofen;0;0,0;0
09179113;Alling;2;2,6;0
09179114;Althegnenberg;3;1,6;0
09179117;Egenhofen;4;3,9;2
09179118;Eichenau;0;0,0;0
09179119;Emmering;2;0,8;0
09179121;Fürstenfeldbruck, GKSt;7;4,9;3
09179123;Germering, GKSt;8;6,2;6
09179125;Grafrath;0;0,0;0
09179126;Gröbenzell;0;0,0;0
09179128;Hattenhofen;1;1,0;0
09179130;Jesenwang;0;0,0;0
09179131;Kottgeisering;0;0,0;0
09179132;Landsberied;2;1,3;1
09179134;Maisach;10;13,5;62
09179136;Mammendorf;3;1,5;0
09179137;Mittelstetten;1;0,8;0
09179138;Moorenweis;3;0,9;0
09179140;Oberschweinbach;0;0,0;0
09179142;Olching, St;9;12,8;0
09179145;Puchheim, St;2;2,5;0
09179147;Schöngeising;0;0,0;0
09179149;Türkenfeld;1;0,8;0
09180112;Bad Kohlgrub;2;0,4;0
09180113;Bad Bayersoien;0;0,0;0
09180114;Eschenlohe;0;0,0;0
09180115;Ettal;1;0,1;0
09180116;Farchant;1;0,4;0
09180117;Garmisch-Partenkirchen, M;4;0,3;0
09180118;Grainau;2;0,5;0
09180119;Großweil;1;0,5;1
09180122;Krün;0;0,0;0
09180123;Mittenwald, M;0;0,0;0
09180124;Murnau a.Staffelsee, M;2;0,7;3
09180125;Oberammergau;0;0,0;0
09180126;Oberau;1;0,3;0
09180127;Ohlstadt;2;1,0;0
09180128;Riegsee;0;0,0;0
09180129;Saulgrub;1;0,2;0
09180131;Schwaigen;1;0,4;0
09180132;Seehausen a.Staffelsee;0;0,0;0
09180133;Spatzenhausen;0;0,0;0
09180134;Uffing a.Staffelsee;1;0,5;0
09180135;Unterammergau;2;0,8;1
09180136;Wallgau;0;0,0;0
09180444;Gem.fr. Geb. Garmisch-Partenkirchen;0;0,0;0
09181111;Apfeldorf;1;0,4;1
09181113;Denklingen;5;1,5;3
09181114;Dießen am Ammersee, M;8;2,6;2
09181115;Eching am Ammersee;2;1,3;0
09181116;Egling a.d.Paar;1;0,1;0
09181118;Eresing;1;0,3;0
09181120;Finning;5;2,2;2
09181121;Fuchstal;3;1,0;2
09181122;Geltendorf;4;6,5;1
09181123;Greifenberg;3;0,9;0
09181124;Hofstetten;6;2,9;0
09181126;Hurlach;2;2,2;0
09181127;Igling;11;4,5;3
09181128;Kaufering, M;4;15,3;2
09181129;Kinsau;1;0,3;0
09181130;Landsberg am Lech, GKSt;20;24,4;2
09181131;Obermeitingen;1;0,1;0
09181132;Penzing;5;2,1;0
09181133;Vilgertshofen;5;3,3;0
09181134;Prittriching;0;0,0;0
09181135;Reichling;3;1,5;1
09181137;Rott;1;0,4;0
09181138;Scheuring;1;0,6;0
09181139;Schondorf am Ammersee;1;0,1;0
09181140;Schwifting;0;0,0;0
09181141;Pürgen;1;0,4;0
09181142;Thaining;2;0,3;1
09181143;Unterdießen;0;0,0;0
09181144;Utting am Ammersee;1;0,9;0
09181145;Weil;2;1,8;1
09181146;Windach;2;4,3;0
09181444;Gem.fr. Geb. Landsberg am Lech;0;0,0;0
09182111;Bad Wiessee;3;2,4;0
09182112;Bayrischzell;2;0,2;1
09182114;Fischbachau;4;1,8;0
09182116;Gmund a.Tegernsee;8;4,6;8
09182119;Hausham;2;0,8;2
09182120;Holzkirchen, M;7;13,0;0
09182123;Irschenberg;10;10,3;0
09182124;Kreuth;1;0,5;1
09182125;Miesbach, St;7;3,7;5
09182127;Otterfing;5;10,8;1
09182129;Rottach-Egern;3;1,7;0
09182131;Schliersee, M;2;0,5;1
09182132;Tegernsee, St;1;4,6;0
09182133;Valley;6;5,1;0
09182134;Waakirchen;4;1,0;0
09182136;Warngau;6;4,1;0
09182137;Weyarn;12;8,4;0
09183112;Ampfing;9;2,2;1
09183113;Aschau a.Inn;9;7,0;0
09183114;Buchbach, M;7;3,6;0
09183115;Egglkofen;1;0,2;0
09183116;Erharting;1;0,2;0
09183118;Gars a.Inn, M;3;1,4;0
09183119;Haag i.OB, M;4;5,0;0
09183120;Heldenstein;3;1,6;0
09183122;Jettenbach;0;0,0;0
09183123;Kirchdorf;5;4,2;0
09183124;Kraiburg a.Inn, M;1;0,3;0
09183125;Lohkirchen;2;0,3;0
09183126;Maitenbeth;1;0,6;0
09183127;Mettenheim;7;1,7;0
09183128;Mühldorf a.Inn, St;20;16,2;3
09183129;Neumarkt-Sankt Veit, St;13;3,5;0
09183130;Niederbergkirchen;0;0,0;0
09183131;Niedertaufkirchen;4;0,7;0
09183132;Oberbergkirchen;3;0,7;0
09183134;Oberneukirchen;3;0,7;0
09183135;Obertaufkirchen;4;4,1;0
09183136;Polling;6;1,7;0
09183138;Rattenkirchen;2;0,5;0
09183139;Rechtmehring;7;7,7;4
09183140;Reichertsheim;2;1,1;0
09183143;Schönberg;3;1,7;0
09183144;Schwindegg;3;0,6;0
09183145;Taufkirchen;4;2,0;0
09183147;Unterreit;2;0,8;0
09183148;Waldkraiburg, St;5;5,7;0
09183151;Zangberg;0;0,0;0
09183444;Gem.fr. Geb. Mühldorf a.Inn;0;0,0;0
09184112;Aschheim;1;12,4;0
09184113;Baierbrunn;0;0,0;0
09184114;Brunnthal;4;4,5;0
09184118;Feldkirchen;3;3,3;0
09184119;Garching b.München, St;4;11,4;0
09184120;Gräfelfing;1;0,2;0
09184121;Grasbrunn;3;1,8;0
09184122;Grünwald;6;9,4;6
09184123;Haar;1;0,5;0
09184127;Höhenkirchen-Siegertsbrunn;3;2,0;0
09184129;Hohenbrunn;2;5,3;0
09184130;Ismaning;4;6,9;0
09184131;Kirchheim b.München;4;3,5;1
09184132;Neuried;3;3,6;0
09184134;Oberhaching;9;7,8;2
09184135;Oberschleißheim;6;9,9;0
09184136;Ottobrunn;1;1,3;1
09184137;Aying;7;4,3;1
09184138;Planegg;3;5,2;8
09184139;Pullach i.Isartal;4;12,8;0
09184140;Putzbrunn;6;1,8;0
09184141;Sauerlach;8;9,2;0
09184142;Schäftlarn;0;0,0;0
09184144;Straßlach-Dingharting;2;0,5;0
09184145;Taufkirchen;6;6,1;0
09184146;Neubiberg;0;0,0;0
09184147;Unterföhring;4;8,9;1
09184148;Unterhaching;0;0,0;0
09184149;Unterschleißheim, St;6;12,7;4
09184444;Gem.fr. Geb. München;0;0,0;0
09185113;Aresing;6;2,4;0
09185116;Berg im Gau;3;1,7;0
09185118;Bergheim;1;0,4;0
09185123;Brunnen;2;3,1;0
09185125;Burgheim, M;8;9,6;0
09185127;Ehekirchen;1;0,7;0
09185131;Gachenbach;7;2,6;0
09185139;Karlshuld;4;1,6;0
09185140;Karlskron;2;0,5;0
09185143;Langenmosen;0;0,0;0
09185149;Neuburg a.d.Donau, GKSt;17;29,8;2
09185150;Oberhausen;1;0,7;0
09185153;Rennertshofen, M;6;1,5;0
09185157;Rohrenfels;2;0,3;0
09185158;Schrobenhausen, St;12;8,9;0
09185163;Königsmoos;8;3,8;2
09185166;Waidhofen;1;0,9;0
09185168;Weichering;2;0,5;0
09186113;Baar-Ebenhausen;2;5,2;0
09186116;Ernsgaden;0;0,0;0
09186122;Geisenfeld, St;7;6,7;0
09186125;Gerolsbach;2;0,6;0
09186126;Hettenshausen;0;0,0;0
09186128;Hohenwart, M;6;3,9;0
09186130;Ilmmünster;0;0,0;0
09186132;Jetzendorf;2;1,0;0
09186137;Manching, M;6;5,0;0
09186139;Münchsmünster;2;3,2;0
09186143;Pfaffenhofen a.d.Ilm, St;19;12,7;3
09186144;Pörnbach;0;0,0;0
09186146;Reichertshausen;0;0,0;0
09186147;Reichertshofen, M;6;6,7;0
09186149;Rohrbach;4;0,5;0
09186151;Scheyern;3;1,6;0
09186152;Schweitenkirchen;19;71,2;1
09186158;Vohburg a.d.Donau, St;2;0,8;0
09186162;Wolnzach, M;5;3,1;0
09187113;Amerang;2;6,9;1
09187114;Aschau i.Chiemgau;2;0,6;0
09187116;Babensham;5;2,2;0
09187117;Bad Aibling, St;8;6,6;0
09187118;Bernau a.Chiemsee;5;7,1;1
09187120;Brannenburg;7;22,5;3
09187121;Breitbrunn a.Chiemsee;0;0,0;0
09187122;Bruckmühl, M;11;10,5;2
09187123;Chiemsee;0;0,0;0
09187124;Edling;7;2,6;0
09187125;Eggstätt;3;1,6;0
09187126;Eiselfing;4;7,4;0
09187128;Bad Endorf, M;5;2,6;0
09187129;Bad Feilnbach;6;10,8;2
09187130;Feldkirchen-Westerham;4;2,1;1
09187131;Flintsbach a.Inn;1;0,8;0
09187132;Frasdorf;0;0,0;0
09187134;Griesstätt;2;0,4;0
09187137;Großkarolinenfeld;2;2,2;0
09187138;Gstadt a.Chiemsee;1;1,6;0
09187139;Halfing;4;0,8;0
09187142;Schechen;4;2,4;3
09187145;Höslwang;2;1,8;0
09187148;Kiefersfelden;4;1,9;1
09187150;Kolbermoor, St;5;2,8;0
09187154;Neubeuern, M;2;0,9;1
09187156;Nußdorf a.Inn;2;0,5;1
09187157;Oberaudorf;0;0,0;0
09187159;Pfaffing;3;0,9;1
09187162;Prien a.Chiemsee, M;3;2,2;0
09187163;Prutting;1;0,4;0
09187164;Ramerberg;0;0,0;0
09187165;Raubling;6;8,1;0
09187167;Riedering;1;0,7;0
09187168;Rimsting;1;0,5;0
09187169;Rohrdorf;5;2,2;8
09187170;Rott a.Inn;0;0,0;0
09187172;Samerberg;3;1,1;0
09187173;Schonstett;1;1,1;0
09187174;Söchtenau;4;5,5;6
09187176;Soyen;1;0,3;1
09187177;Stephanskirchen;6;2,2;1
09187179;Tuntenhausen;14;6,6;4
09187181;Vogtareuth;5;3,4;0
09187182;Wasserburg a.Inn, St;5;2,8;0
09187186;Albaching;5;4,4;4
09187444;Gem.fr. Geb. Rosenheim;0;0,0;0
09188113;Berg;6;2,5;1
09188117;Andechs;1;0,1;0
09188118;Feldafing;0;0,0;0
09188120;Gauting;1;0,2;0
09188121;Gilching;2;0,6;0
09188124;Herrsching a.Ammersee;4;3,0;4
09188126;Inning a.Ammersee;2;0,9;3
09188127;Krailling;2;4,2;1
09188132;Seefeld;6;3,3;0
09188137;Pöcking;1;0,1;0
09188139;Starnberg, St;7;6,4;1
09188141;Tutzing;5;4,1;1
09188144;Weßling;2;0,9;0
09188145;Wörthsee;5;2,3;1
09188444;Gem.fr. Geb. Starnberg;0;0,0;0
09189111;Altenmarkt a.d.Alz;6;1,5;4
09189113;Bergen;0;0,0;0
09189114;Chieming;5;3,1;0
09189115;Engelsberg;3;0,7;1
09189118;Fridolfing;4;2,4;0
09189119;Grabenstätt;7;2,0;0
09189120;Grassau, M;3;0,8;0
09189124;Inzell;2;0,7;0
09189126;Kienberg;2;1,0;0
09189127;Kirchanschöring;2;0,8;0
09189129;Marquartstein;0;0,0;0
09189130;Nußdorf;4;2,3;0
09189133;Obing;7;2,5;1
09189134;Palling;8;3,8;1
09189135;Petting;4;3,9;0
09189137;Pittenhart;3;0,7;0
09189139;Reit im Winkl;1;0,9;0
09189140;Ruhpolding;6;11,6;1
09189141;Schleching;2;1,0;1
09189142;Schnaitsee;5;1,5;2
09189143;Seeon-Seebruck;8;7,8;0
09189145;Siegsdorf;11;4,2;2
09189146;Staudach-Egerndach;1;0,1;0
09189148;Surberg;2;0,6;1
09189149;Tacherting;6;4,6;0
09189150;Taching a.See;3;0,5;0
09189152;Tittmoning, St;12;7,6;0
09189154;Traunreut, St;10;9,4;0
09189155;Traunstein, GKSt;17;21,5;92
09189157;Trostberg, St;8;4,1;0
09189159;Übersee;6;1,6;0
09189160;Unterwössen;0;0,0;0
09189161;Vachendorf;0;0,0;0
09189162;Waging a.See, M;6;6,6;0
09189165;Wonneberg;2;0,3;0
09189444;Gem.fr. Geb. Traunstein;0;0,0;0
09190111;Altenstadt;4;6,2;0
09190113;Antdorf;3;0,9;0
09190114;Bernbeuren;6;1,7;1
09190115;Bernried am Starnberger See;1;1,1;0
09190117;Böbing;6;1,8;0
09190118;Burggen;1;0,3;0
09190120;Eberfing;2;0,5;0
09190121;Eglfing;2;1,4;0
09190126;Habach;3;2,0;0
09190129;Hohenfurch;1;0,2;0
09190130;Hohenpeißenberg;2;0,3;0
09190131;Huglfing;0;0,0;0
09190132;Iffeldorf;2;0,4;2
09190133;Ingenried;1;0,2;0
09190135;Oberhausen;1;0,3;0
09190136;Obersöchering;0;0,0;0
09190138;Pähl;6;3,3;0
09190139;Peißenberg, M;3;0,9;0
09190140;Peiting, M;8;2,2;0
09190141;Penzberg, St;4;16,8;0
09190142;Polling;1;1,1;0
09190143;Prem;2;0,5;0
09190144;Raisting;2;1,8;0
09190145;Rottenbuch;2;2,0;0
09190148;Schongau, St;9;5,9;0
09190149;Schwabbruck;0;0,0;0
09190151;Schwabsoien;6;3,4;3
09190152;Seeshaupt;3;1,1;0
09190153;Sindelsdorf;1;1,6;0
09190154;Steingaden;10;5,5;0
09190157;Weilheim i.OB, St;2;1,5;0
09190158;Wessobrunn;1;0,2;1
09190159;Wielenbach;2;0,9;0
09190160;Wildsteig;4;1,9;0
09261000;Landshut;16;15,0;2
09262000;Passau;16;14,5;4
09263000;Straubing;22;31,1;0
09271111;Aholming;4;2,9;0
09271113;Auerbach;7;2,7;0
09271114;Außernzell;1;0,5;0
09271116;Bernried;4;0,4;0
09271118;Buchhofen;1;0,1;0
09271119;Deggendorf, GKSt;26;37,4;0
09271122;Grafling;6;1,9;1
09271123;Grattersdorf;4;0,5;0
09271125;Hengersberg, M;8;3,6;0
09271126;Hunding;4;5,0;0
09271127;Iggensbach;6;1,1;0
09271128;Künzing;7;1,1;0
09271130;Lalling;4;1,1;0
09271132;Metten, M;0;0,0;0
09271135;Moos;3;1,9;0
09271138;Niederalteich;0;0,0;0
09271139;Oberpöring;4;1,7;0
09271140;Offenberg;7;2,9;0
09271141;Osterhofen, St;14;5,6;1
09271143;Otzing;1;0,1;0
09271146;Plattling, St;12;5,4;0
09271148;Schaufling;7;1,7;0
09271149;Schöllnach, M;6;1,9;0
09271151;Stephansposching;2;0,2;0
09271152;Wallerfing;1;0,7;0
09271153;Winzer, M;9;5,7;0
09272116;Eppenschlag;1;0,2;0
09272118;Freyung, St;3;7,2;0
09272119;Fürsteneck;0;0,0;0
09272120;Grafenau, St;8;13,6;0
09272121;Grainet;5;2,6;0
09272122;Haidmühle;2;0,3;0
09272126;Hinterschmiding;0;0,0;0
09272127;Hohenau;7;1,1;0
09272128;Innernzell;0;0,0;0
09272129;Jandelsbrunn;10;2,0;19
09272134;Mauth;3;0,6;0
09272136;Neureichenau;4;1,7;0
09272138;Perlesreut, M;2;0,4;0
09272139;Philippsreut;1;0,1;0
09272140;Ringelai;0;0,0;0
09272141;Röhrnbach, M;2;1,3;0
09272142;Saldenburg;0;0,0;0
09272143;Sankt Oswald-Riedlhütte;1;0,1;0
09272145;Schöfweg;1;0,1;0
09272146;Neuschönau;2;0,8;0
09272147;Schönberg, M;4;1,0;0
09272149;Spiegelau;1;1,5;0
09272150;Thurmansbang;8;3,0;0
09272151;Waldkirchen, St;6;2,5;0
09272152;Zenting;1;0,2;0
09272444;Gem.fr. Geb. Freyung-Grafenau;0;0,0;0
09273111;Abensberg, St;5;3,1;1
09273113;Aiglsbach;3;0,8;0
09273115;Attenhofen;1;0,3;0
09273116;Bad Abbach, M;5;1,9;1
09273119;Biburg;1;0,4;0
09273121;Essing, M;0;0,0;0
09273125;Hausen;3;1,2;0
09273127;Herrngiersdorf;2;4,4;0
09273133;Ihrlerstein;3;0,4;0
09273137;Kelheim, St;9;4,7;1
09273139;Kirchdorf;3;3,9;0
09273141;Langquaid, M;9;2,8;0
09273147;Mainburg, St;14;8,7;0
09273152;Neustadt a.d.Donau, St;10;5,5;0
09273159;Painten, M;1;0,3;0
09273163;Elsendorf;9;5,1;2
09273164;Riedenburg, St;4;1,3;0
09273165;Rohr i.NB, M;4;2,3;1
09273166;Saal a.d.Donau;4;0,7;0
09273172;Siegenburg, M;5;3,3;1
09273175;Teugn;0;0,0;0
09273177;Train;4;1,8;0
09273178;Volkenschwand;3;1,0;0
09273181;Wildenberg;0;0,0;0
09273444;Gem.fr. Geb. Kelheim;0;0,0;0
09274111;Adlkofen;3;0,8;1
09274112;Aham;3;1,8;1
09274113;Altdorf, M;7;4,0;0
09274114;Altfraunhofen;2;0,3;0
09274118;Baierbach;0;0,0;0
09274119;Bayerbach b.Ergoldsbach;1;0,2;0
09274120;Bodenkirchen;3;0,9;0
09274121;Buch a.Erlbach;2;1,7;0
09274124;Eching;6;3,7;0
09274126;Ergolding, M;6;11,6;0
09274127;Ergoldsbach, M;4;1,9;0
09274128;Essenbach, M;4;3,1;0
09274132;Furth;3;1,7;0
09274134;Geisenhausen, M;13;6,2;1
09274135;Gerzen;2;0,3;0
09274141;Hohenthann;1;1,5;0
09274145;Kröning;1;0,1;0
09274146;Kumhausen;5;2,1;0
09274153;Neufahrn i.NB;0;0,0;0
09274154;Neufraunhofen;3;1,8;0
09274156;Niederaichbach;4;1,7;0
09274165;Obersüßbach;3;3,8;0
09274172;Pfeffenhausen, M;8;5,5;0
09274174;Postau;0;0,0;0
09274176;Rottenburg a.d.Laaber, St;3;1,4;0
09274179;Schalkham;1;0,6;0
09274182;Tiefenbach;1;1,3;1
09274183;Velden, M;1;0,1;0
09274184;Vilsbiburg, St;14;9,5;0
09274185;Vilsheim;1;2,1;0
09274187;Weihmichl;2;0,9;0
09274188;Weng;4;0,7;0
09274191;Wörth a.d.Isar;1;1,7;0
09274193;Wurmsham;1;0,7;0
09274194;Bruckberg;4;1,2;0
09275111;Aicha vorm Wald;1;0,2;0
09275112;Aidenbach, M;0;0,0;0
09275114;Aldersbach;3;0,5;0
09275116;Bad Füssing;2;1,0;0
09275117;Beutelsbach;1;0,3;0
09275118;Breitenberg;1;0,5;0
09275119;Büchlberg;4;3,4;0
09275120;Eging a.See, M;4;1,4;0
09275121;Fürstenstein;5;2,2;0
09275122;Fürstenzell, M;4;3,7;0
09275124;Bad Griesbach i.Rottal, St;6;1,4;0
09275125;Haarbach;1;0,2;0
09275126;Hauzenberg, St;8;2,0;0
09275127;Hofkirchen, M;13;7,1;0
09275128;Hutthurm, M;6;4,4;0
09275130;Kirchham;0;0,0;0
09275131;Kößlarn, M;3;0,6;0
09275132;Malching;2;0,6;1
09275133;Neuburg a.Inn;5;21,2;0
09275134;Neuhaus a.Inn;4;3,9;0
09275135;Neukirchen vorm Wald;2;0,6;0
09275137;Obernzell, M;0;0,0;0
09275138;Ortenburg, M;13;4,2;1
09275141;Pocking, St;10;5,0;3
09275143;Rotthalmünster, M;6;1,8;0
09275144;Ruderting;3;1,0;1
09275145;Ruhstorf a.d.Rott, M;4;2,1;0
09275146;Salzweg;2;0,5;0
09275148;Sonnen;3;0,5;0
09275149;Tettenweis;2;0,5;0
09275150;Thyrnau;4;1,5;0
09275151;Tiefenbach;3;1,1;0
09275152;Tittling, M;3;4,8;1
09275153;Untergriesbach, M;13;5,0;1
09275154;Vilshofen an der Donau, St;11;4,0;0
09275156;Wegscheid, M;12;4,5;0
09275159;Windorf, M;8;3,6;0
09275160;Witzmannsberg;5;1,0;0
09276111;Achslach;3;0,6;0
09276113;Arnbruck;2;0,2;0
09276115;Bayerisch Eisenstein;0;0,0;0
09276116;Bischofsmais;6;1,0;0
09276117;Bodenmais, M;5;3,8;0
09276118;Böbrach;3;1,8;0
09276120;Drachselsried;6;2,3;0
09276121;Frauenau;1;0,2;0
09276122;Geiersthal;4;4,4;0
09276123;Gotteszell;1;0,1;0
09276126;Kirchberg i.Wald;4;6,2;0
09276127;Kirchdorf i.Wald;4;2,7;0
09276128;Kollnburg;3;1,0;0
09276129;Langdorf;2;0,2;0
09276130;Lindberg;1;0,1;0
09276134;Patersdorf;2;0,4;0
09276135;Prackenbach;1;0,1;0
09276138;Regen, St;8;3,4;0
09276139;Rinchnach;6;1,4;0
09276142;Ruhmannsfelden, M;2;0,3;0
09276143;Teisnach, M;3;2,3;0
09276144;Viechtach, St;9;3,4;0
09276146;Zachenberg;4;2,4;1
09276148;Zwiesel, St;5;4,6;0
09277111;Arnstorf, M;14;4,1;0
09277112;Bayerbach;3;0,5;1
09277113;Bad Birnbach, M;11;2,3;1
09277114;Dietersburg;8;1,8;0
09277116;Eggenfelden, St;14;18,1;3
09277117;Egglham;3;0,6;0
09277118;Ering;5;1,8;0
09277119;Falkenberg;10;4,3;0
09277121;Gangkofen, M;9;4,1;0
09277122;Geratskirchen;3;1,6;0
09277124;Hebertsfelden;10;2,7;0
09277126;Johanniskirchen;4;2,6;0
09277127;Julbach;2;1,2;0
09277128;Kirchdorf a.Inn;4;3,3;0
09277131;Malgersdorf;2;2,4;0
09277133;Massing, M;9;4,8;1
09277134;Mitterskirchen;7;1,5;0
09277138;Pfarrkirchen, St;7;2,3;0
09277139;Postmünster;11;3,3;0
09277140;Reut;4;0,4;0
09277141;Rimbach;1;0,1;0
09277142;Roßbach;7;2,0;0
09277144;Schönau;4;1,5;0
09277145;Simbach a.Inn, St;9;2,6;0
09277147;Stubenberg;1;0,1;0
09277148;Tann, M;3;0,5;0
09277149;Triftern, M;10;4,9;0
09277151;Unterdietfurt;1;0,4;0
09277152;Wittibreut;7;1,2;0
09277153;Wurmannsquick, M;7;2,1;0
09277154;Zeilarn;5;1,3;0
09278112;Aholfing;2;0,3;0
09278113;Aiterhofen;2;0,2;0
09278116;Ascha;1;1,1;0
09278117;Atting;2;1,6;0
09278118;Bogen, St;8;27,8;0
09278120;Falkenfels;2;0,1;0
09278121;Feldkirchen;2;0,4;0
09278123;Geiselhöring, St;10;1,6;0
09278129;Haibach;3;0,3;0
09278134;Haselbach;6;0,8;0
09278139;Hunderdorf;3;0,7;0
09278140;Irlbach;1;0,1;0
09278141;Kirchroth;4;0,6;0
09278143;Konzell;8;1,5;0
09278144;Laberweinting;6;1,6;0
09278146;Leiblfing;10;1,9;0
09278147;Loitzendorf;2;0,7;0
09278148;Mallersdorf-Pfaffenberg, M;8;2,3;0
09278149;Mariaposching;1;0,1;0
09278151;Mitterfels, M;6;2,9;0
09278154;Neukirchen;0;0,0;0
09278159;Niederwinkling;7;5,1;0
09278167;Oberschneiding;8;1,6;0
09278170;Parkstetten;2;0,5;0
09278171;Perasdorf;1;0,1;0
09278172;Perkam;2;0,4;0
09278177;Rain;3;0,4;0
09278178;Rattenberg;3;0,7;0
09278179;Rattiszell;8;1,8;0
09278182;Salching;5;1,4;0
09278184;Sankt Englmar;2;0,5;0
09278187;Schwarzach, M;6;2,7;1
09278189;Stallwang;4;2,8;0
09278190;Steinach;4;2,0;1
09278192;Straßkirchen;5;1,2;0
09278197;Wiesenfelden;18;3,7;0
09278198;Windberg;2;1,1;1
09279112;Dingolfing, St;13;31,3;1
09279113;Eichendorf, M;15;5,7;0
09279115;Frontenhausen, M;3;0,7;0
09279116;Gottfrieding;1;0,1;0
09279122;Landau a.d.Isar, St;19;15,5;0
09279124;Loiching;9;1,6;1
09279125;Mamming;6;5,5;1
09279126;Marklkofen;7;37,2;0
09279127;Mengkofen;3;0,9;0
