GENESIS-Tabelle: 31111-02-02-5-B
Baugenehmigungen: Errichtung neuer Nichtwohngebäude;;;;
- Jahressumme - regionale Ebenen;;;;
Statistik der Baugenehmigungen;;;;
Nichtwohngebäude;;;;
2015;;;;
;;Nichtwohngebäude;Nutzfläche;Wohnungen
;;Anzahl;1000 qm;Anzahl
09279128;Moosthenning;6;1,5;0
09279130;Niederviehbach;3;1,0;0
09279132;Pilsting, M;7;1,6;1
09279134;Reisbach, M;14;11,0;0
09279135;Simbach, M;12;3,8;0
09279137;Wallersdorf, M;5;4,6;0
09361000;Amberg;7;31,3;0
09362000;Regensburg;64;119,5;0
09363000;Weiden i.d.OPf.;20;60,3;0
09371111;Ammerthal;2;0,2;0
09371113;Auerbach i.d.OPf., St;4;3,9;0
09371116;Birgland;6;3,4;0
09371118;Ebermannsdorf;2;1,9;0
09371119;Edelsfeld;9;1,9;2
09371120;Ensdorf;3;0,4;0
09371121;Freihung, M;2;0,9;0
09371122;Freudenberg;7;4,3;0
09371123;Gebenbach;2;2,3;0
09371126;Hahnbach, M;8;3,7;0
09371127;Hirschau, St;6;1,2;0
09371128;Hirschbach;3;1,0;0
09371129;Hohenburg, M;2;1,5;0
09371131;Illschwang;3;2,8;0
09371132;Kastl, M;6;4,1;0
09371135;Königstein, M;2;0,3;0
09371136;Kümmersbruck;7;0,7;0
09371140;Etzelwang;1;0,1;0
09371141;Neukirchen b.Sulzbach-Rosenberg;0;0,0;0
09371144;Poppenricht;3;2,0;0
09371146;Rieden, M;5;3,8;0
09371148;Schmidmühlen, M;5;3,1;0
09371150;Schnaittenbach, St;2;0,8;0
09371151;Sulzbach-Rosenberg, St;11;40,4;0
09371154;Ursensollen;5;4,5;0
09371156;Vilseck, St;5;0,8;0
09371157;Weigendorf;1;0,1;0
09371444;Gem.fr. Geb. Amberg-Sulzbach;0;0,0;0
09372112;Arnschwang;5;0,7;0
09372113;Arrach;3;0,7;0
09372115;Blaibach;2;2,2;0
09372116;Cham, St;29;36,5;2
09372117;Chamerau;3;2,2;0
09372124;Eschlkam, M;17;5,4;0
09372125;Falkenstein, M;7;2,4;0
09372126;Furth im Wald, St;22;6,9;0
09372128;Gleißenberg;3;1,1;0
09372130;Grafenwiesen;0;0,0;0
09372135;Hohenwarth;3;0,9;0
09372137;Bad Kötzting, St;12;13,1;0
09372138;Lam, M;5;2,8;0
09372142;Michelsneukirchen;6;1,2;0
09372143;Miltach;6;1,3;0
09372144;Neukirchen b.Hl.Blut, M;9;2,3;0
09372146;Pemfling;6;4,5;0
09372147;Pösing;1;0,1;0
09372149;Reichenbach;0;0,0;0
09372150;Rettenbach;5;0,8;0
09372151;Rimbach;1;0,1;0
09372153;Roding, St;15;12,3;1
09372154;Rötz, St;5;4,2;0
09372155;Runding;3;1,5;0
09372157;Schönthal;8;5,3;0
09372158;Schorndorf;8;3,6;0
09372161;Stamsried, M;2;1,0;0
09372163;Tiefenbach;3;0,4;0
09372164;Traitsching;7;1,6;0
09372165;Treffelstein;3;1,9;0
09372167;Zell;2;0,2;0
09372168;Waffenbrunn;4;1,2;0
09372169;Wald;6;4,3;0
09372170;Walderbach;5;2,4;0
09372171;Waldmünchen, St;9;4,6;0
09372174;Weiding;7;3,4;0
09372175;Willmering;1;0,3;0
09372177;Zandt;5;6,3;0
09372178;Lohberg;2;0,2;0
09373112;Berching, St;21;8,4;0
09373113;Berg b.Neumarkt i.d.OPf.;5;2,7;1
09373114;Berngau;1;0,1;0
09373115;Breitenbrunn, M;6;0,7;0
09373119;Deining;11;10,5;0
09373121;Dietfurt a.d.Altmühl, St;8;7,0;1
09373126;Freystadt, St;14;6,3;0
09373134;Hohenfels, M;2;0,4;0
09373140;Lauterhofen, M;8;3,9;0
09373143;Lupburg, M;3;12,4;1
09373146;Mühlhausen;8;2,6;1
09373147;Neumarkt i.d.OPf., GKSt;16;10,9;1
09373151;Parsberg, St;12;4,8;0
09373153;Pilsach;3;0,7;0
09373155;Postbauer-Heng, M;10;5,0;1
09373156;Pyrbaum, M;4;2,5;0
09373159;Sengenthal;6;5,7;0
09373160;Seubersdorf i.d.OPf.;6;1,9;0
09373167;Velburg, St;12;6,5;0
09374111;Altenstadt a.d.Waldnaab;5;2,4;0
09374117;Eschenbach i.d.OPf., St;2;1,0;0
09374118;Eslarn, M;2;0,8;0
09374119;Etzenricht;0;0,0;0
09374121;Floß, M;10;9,9;2
09374122;Flossenbürg;1;0,4;0
09374123;Georgenberg;6;4,2;0
09374124;Grafenwöhr, St;3;1,8;0
09374127;Irchenrieth;3;2,5;0
09374128;Kirchendemenreuth;2;1,5;0
09374129;Kirchenthumbach, M;8;2,8;0
09374131;Kohlberg, M;0;0,0;0
09374132;Leuchtenberg, M;3;3,1;0
09374133;Luhe-Wildenau, M;4;1,6;0
09374134;Mantel, M;3;0,7;0
09374137;Moosbach, M;4;0,7;0
09374139;Neustadt a.d.Waldnaab, St;2;0,2;0
09374140;Neustadt am Kulm, St;2;0,7;0
09374144;Parkstein, M;5;3,5;0
09374146;Pirk;4;0,6;0
09374147;Pleystein, St;5;0,8;0
09374148;Trabitz;4;0,8;0
09374149;Pressath, St;3;2,7;0
09374150;Püchersreuth;1;0,7;0
09374154;Schirmitz;2;0,9;0
09374155;Schlammersdorf;2;0,3;0
09374156;Schwarzenbach;0;0,0;0
09374157;Speinshart;5;1,1;0
09374158;Störnstein;2;0,9;0
09374159;Tännesberg, M;1;0,1;0
09374160;Theisseil;3;0,7;0
09374162;Vohenstrauß, St;6;1,4;0
09374163;Vorbach;2;0,2;0
09374164;Waidhaus, M;4;0,7;0
09374165;Waldthurn, M;3;1,4;0
09374166;Weiherhammer;6;20,9;0
09374168;Windischeschenbach, St;9;4,1;1
09374170;Bechtsrieth;0;0,0;0
09374444;Gem.fr. Geb. Neustadt a.d.Waldnaab;0;0,0;0
09375113;Alteglofsheim;4;1,5;2
09375114;Altenthann;0;0,0;0
09375115;Aufhausen;0;0,0;0
09375116;Bach a.d.Donau;0;0,0;0
09375117;Barbing;9;5,5;2
09375118;Beratzhausen, M;3;0,6;0
09375119;Bernhardswald;4;1,9;0
09375120;Brennberg;6;0,8;0
09375122;Brunn;1;0,7;0
09375127;Deuerling;0;0,0;0
09375130;Donaustauf, M;2;1,4;0
09375131;Duggendorf;3;0,4;1
09375143;Hagelstadt;4;1,7;0
09375148;Hemau, St;12;4,2;1
09375153;Holzheim a.Forst;0;0,0;0
09375156;Kallmünz, M;3;0,8;0
09375161;Köfering;1;0,3;0
09375162;Laaber, M;1;1,5;0
09375165;Lappersdorf, M;1;0,6;0
09375170;Mintraching;5;13,6;1
09375171;Mötzing;0;0,0;0
09375174;Neutraubling, St;5;36,3;0
09375175;Nittendorf, M;2;1,5;0
09375179;Obertraubling;5;5,1;1
09375180;Pentling;4;4,3;0
09375181;Pettendorf;4;1,6;0
09375182;Pfakofen;2;0,9;1
09375183;Pfatter;2;2,0;0
09375184;Pielenhofen;0;0,0;0
09375190;Regenstauf, M;7;3,7;0
09375191;Riekofen;1;0,2;0
09375196;Schierling, M;15;15,6;1
09375199;Sinzing;6;4,9;0
09375201;Sünching;1;0,5;0
09375204;Tegernheim;3;1,0;1
09375205;Thalmassing;2;0,6;0
09375208;Wenzenbach;2;0,4;0
09375209;Wiesent;4;4,4;0
09375210;Wörth a.d.Donau, St;6;4,6;0
09375211;Wolfsegg;0;0,0;0
09375213;Zeitlarn;0;0,0;0
09375444;Gem.fr. Geb. Regensburg;0;0,0;0
09376112;Altendorf;3;1,0;0
09376116;Bodenwöhr;2;1,4;0
09376117;Bruck i.d.OPf., M;5;9,6;2
09376119;Burglengenfeld, St;7;3,6;2
09376122;Dieterskirchen;1;0,4;0
09376125;Fensterbach;1;0,2;0
09376131;Gleiritsch;0;0,0;0
09376133;Guteneck;1;1,5;0
09376141;Maxhütte-Haidhof, St;1;0,4;0
09376144;Nabburg, St;6;2,9;0
09376146;Neukirchen-Balbini, M;0;0,0;0
09376147;Neunburg vorm Wald, St;6;1,5;0
09376148;Niedermurach;0;0,0;0
09376149;Nittenau, St;10;4,6;2
09376150;Wernberg-Köblitz, M;8;5,6;0
09376151;Oberviechtach, St;5;1,3;0
09376153;Pfreimd, St;3;1,3;0
09376159;Schmidgaden;7;11,8;0
09376160;Schönsee, St;0;0,0;0
09376161;Schwandorf, GKSt;23;17,8;0
09376162;Schwarzach b.Nabburg;0;0,0;0
09376163;Schwarzenfeld, M;4;3,9;0
09376164;Schwarzhofen, M;0;0,0;0
09376167;Stadlern;2;0,9;0
09376168;Steinberg am See;1;0,4;0
09376169;Stulln;0;0,0;0
09376170;Teublitz, St;3;5,7;0
09376171;Teunz;0;0,0;0
09376172;Thanstein;1;0,2;0
09376173;Trausnitz;0;0,0;0
09376175;Wackersdorf;3;2,9;0
09376176;Weiding;0;0,0;0
09376178;Winklarn, M;2;1,5;0
09376444;Gem.fr. Geb. Schwandorf;0;0,0;0
09377112;Bärnau, St;6;6,5;0
09377113;Brand;0;0,0;0
09377115;Ebnath;2;0,4;0
09377116;Erbendorf, St;11;10,1;0
09377117;Falkenberg, M;0;0,0;0
09377118;Friedenfels;1;0,7;0
09377119;Fuchsmühl, M;2;1,1;0
09377127;Immenreuth;1;0,2;0
09377128;Kastl;1;1,7;0
09377129;Kemnath, St;6;1,5;0
09377131;Konnersreuth, M;4;1,0;0
09377132;Krummennaab;2;1,6;0
09377133;Kulmain;1;0,2;0
09377137;Leonberg;4;1,8;0
09377139;Mähring, M;5;5,2;0
09377141;Mitterteich, St;6;1,6;0
09377142;Neualbenreuth, M;3;1,3;0
09377143;Neusorg;1;0,6;0
09377145;Pechbrunn;0;0,0;0
09377146;Plößberg, M;9;4,6;0
09377148;Pullenreuth;2;2,5;0
09377149;Reuth b.Erbendorf;0;0,0;0
09377154;Tirschenreuth, St;5;1,1;0
09377157;Waldershof, St;2;1,1;0
09377158;Waldsassen, St;6;3,1;0
09377159;Wiesau, M;1;0,2;0
09377444;Gem.fr. Geb. Tirschenreuth;0;0,0;0
09461000;Bamberg;16;15,9;1
09462000;Bayreuth;25;56,2;0
09463000;Coburg;19;27,6;2
09464000;Hof;14;21,6;4
09471111;Altendorf;0;0,0;0
09471115;Baunach, St;3;2,6;0
09471117;Bischberg;1;0,1;0
09471119;Breitengüßbach;4;3,2;0
09471120;Burgebrach, M;2;2,7;0
09471122;Burgwindheim, M;2;0,5;0
09471123;Buttenheim, M;2;0,5;6
09471128;Ebrach, M;1;0,1;0
09471131;Frensdorf;3;0,5;0
09471133;Gerach;0;0,0;0
09471137;Gundelsheim;0;0,0;0
09471140;Hallstadt, St;4;5,0;0
09471142;Heiligenstadt i.OFr., M;2;0,3;0
09471145;Hirschaid, M;6;2,7;3
09471150;Kemmern;4;2,8;0
09471151;Königsfeld;4;0,7;0
09471152;Lauter;1;0,3;0
09471154;Lisberg;1;1,4;0
09471155;Litzendorf;0;0,0;0
09471159;Memmelsdorf;1;0,1;0
09471165;Oberhaid;1;0,8;0
09471169;Pettstadt;1;0,2;0
09471172;Pommersfelden;1;1,4;0
09471173;Priesendorf;0;0,0;0
09471174;Rattelsdorf, M;1;0,1;0
09471175;Reckendorf;0;0,0;0
09471185;Scheßlitz, St;4;2,8;0
09471186;Schönbrunn i.Steigerwald;0;0,0;0
09471189;Stadelhofen;2;1,2;0
09471191;Stegaurach;3;1,9;0
09471195;Strullendorf;4;0,6;0
09471207;Viereth-Trunstadt;2;0,8;1
09471208;Walsdorf;3;0,4;0
09471209;Wattendorf;0;0,0;0
09471214;Zapfendorf, M;3;3,0;0
09471220;Schlüsselfeld, St;7;2,1;0
09471444;Gem.fr. Geb. Bamberg;0;0,0;0
09472111;Ahorntal;0;0,0;0
09472115;Aufseß;2;0,2;0
09472116;Bad Berneck i.Fichtelgebirge, St;2;0,2;0
09472118;Betzenstein, St;4;1,9;0
09472119;Bindlach;1;1,2;0
09472121;Bischofsgrün;1;0,2;0
09472127;Creußen, St;0;0,0;0
09472131;Eckersdorf;0;0,0;0
09472133;Emtmannsberg;2;1,1;0
09472138;Fichtelberg;0;0,0;0
09472139;Gefrees, St;2;0,6;0
09472140;Gesees;1;0,1;0
09472141;Glashütten;0;0,0;0
09472143;Goldkronach, St;0;0,0;0
09472146;Haag;0;0,0;0
09472150;Heinersreuth;1;0,4;0
09472154;Hollfeld, St;5;1,7;0
09472155;Hummeltal;0;0,0;0
09472156;Kirchenpingarten;1;0,3;0
09472164;Mehlmeisel;1;0,1;0
09472166;Mistelbach;2;3,1;0
09472167;Mistelgau;0;0,0;0
09472175;Pegnitz, St;0;0,0;0
09472176;Plankenfels;0;0,0;0
09472177;Plech, M;1;0,8;0
09472179;Pottenstein, St;2;1,5;0
09472180;Prebitz;0;0,0;0
09472184;Schnabelwaid, M;0;0,0;0
09472188;Seybothenreuth;0;0,0;0
09472190;Speichersdorf;6;1,1;0
09472197;Waischenfeld, St;1;0,3;0
09472198;Warmensteinach;1;0,1;0
09472199;Weidenberg, M;1;0,1;0
09472444;Gem.fr. Geb. Bayreuth;0;0,0;0
09473112;Ahorn;1;0,5;0
09473120;Dörfles-Esbach;1;0,8;0
09473121;Ebersdorf b.Coburg;3;4,9;0
09473132;Großheirath;5;30,2;1
09473134;Grub a.Forst;0;0,0;0
09473138;Itzgrund;2;1,3;0
09473141;Lautertal;2;0,4;0
09473144;Meeder;3;3,8;0
09473151;Neustadt b.Coburg, GKSt;5;4,8;0
09473153;Niederfüllbach;0;0,0;0
09473158;Bad Rodach, St;4;6,0;0
09473159;Rödental, St;3;5,6;0
09473165;Seßlach, St;4;1,0;0
09473166;Sonnefeld;1;1,0;0
09473170;Untersiemau;3;1,3;0
09473174;Weidhausen b.Coburg;1;3,2;0
09473175;Weitramsdorf;2;2,1;0
09473444;Gem.fr. Geb. Coburg;0;0,0;0
09474119;Dormitz;0;0,0;0
09474121;Ebermannstadt, St;6;3,8;0
09474122;Effeltrich;4;0,6;0
09474123;Eggolsheim, M;3;1,1;0
09474124;Egloffstein, M;2;0,2;0
09474126;Forchheim, GKSt;8;18,7;0
09474129;Gößweinstein, M;11;3,1;0
09474132;Gräfenberg, St;5;3,8;1
09474133;Hallerndorf;5;3,4;1
09474134;Hausen;3;1,2;0
09474135;Heroldsbach;3;0,4;0
09474137;Hetzles;0;0,0;0
09474138;Hiltpoltstein, M;3;0,7;0
09474140;Igensdorf, M;0;0,0;0
09474143;Kirchehrenbach;1;0,1;0
09474144;Kleinsendelbach;0;0,0;0
09474145;Kunreuth;1;0,1;1
09474146;Langensendelbach;0;0,0;0
09474147;Leutenbach;1;0,1;0
09474154;Neunkirchen a.Brand, M;1;0,3;0
09474156;Obertrubach;0;0,0;0
09474158;Pinzberg;1;0,6;0
09474160;Poxdorf;0;0,0;0
09474161;Pretzfeld, M;1;0,8;0
09474168;Unterleinleiter;1;0,1;0
09474171;Weilersbach;1;0,1;0
09474173;Weißenohe;0;0,0;0
09474175;Wiesenthau;0;0,0;0
09474176;Wiesenttal, M;2;0,2;0
09475112;Bad Steben, M;2;0,3;0
09475113;Berg;2;0,3;0
09475120;Döhlau;5;1,5;0
09475123;Feilitzsch;6;4,3;0
09475127;Gattendorf;1;0,2;0
09475128;Geroldsgrün;0;0,0;0
09475136;Helmbrechts, St;3;1,5;0
09475137;Issigau;1;0,1;0
09475141;Köditz;0;0,0;0
09475142;Konradsreuth;2;0,2;0
09475145;Leupoldsgrün;0;0,0;0
09475146;Lichtenberg, St;0;0,0;0
09475154;Münchberg, St;4;0,6;0
09475156;Naila, St;6;1,8;0
09475158;Oberkotzau, M;1;1,6;0
09475161;Regnitzlosau;0;0,0;0
09475162;Rehau, St;2;0,5;0
09475165;Schauenstein, St;2;1,3;0
09475168;Schwarzenbach a.d.Saale, St;3;25,2;0
09475169;Schwarzenbach a.Wald, St;3;0,8;0
09475171;Selbitz, St;6;2,9;0
09475174;Sparneck, M;0;0,0;0
09475175;Stammbach, M;0;0,0;0
09475181;Töpen;1;7,8;0
09475182;Trogen;2;0,5;0
09475184;Weißdorf;0;0,0;0
09475189;Zell im Fichtelgebirge, M;1;1,0;0
09475444;Gem.fr. Geb. Hof;0;0,0;0
09476145;Kronach, St;9;7,9;1
09476146;Küps, M;4;1,6;0
09476152;Ludwigsstadt, St;1;0,2;0
09476154;Mitwitz, M;1;0,3;0
09476159;Nordhalben, M;0;0,0;0
09476164;Pressig, M;3;0,3;0
09476166;Reichenbach;0;0,0;0
09476171;Schneckenlohe;0;0,0;0
09476175;Steinbach a.Wald;2;2,8;0
09476177;Steinwiesen, M;1;0,5;0
09476178;Stockheim;2;6,7;0
09476179;Tettau, M;0;0,0;0
09476180;Teuschnitz, St;1;5,3;0
09476182;Tschirn;1;0,2;0
09476183;Marktrodach, M;6;6,4;0
09476184;Wallenfels, St;1;0,2;0
09476185;Weißenbrunn;2;0,6;0
09476189;Wilhelmsthal;3;0,4;0
09476444;Gem.fr. Geb. Kronach;0;0,0;0
09477117;Grafengehaig, M;0;0,0;0
09477118;Guttenberg;0;0,0;0
09477119;Harsdorf;2;1,5;0
09477121;Himmelkron;0;0,0;0
09477124;Kasendorf, M;0;0,0;0
09477127;Ködnitz;2;1,7;0
09477128;Kulmbach, GKSt;12;5,2;0
09477129;Kupferberg, St;1;0,3;0
09477135;Ludwigschorgast, M;0;0,0;0
09477136;Mainleus, M;4;1,5;0
09477138;Marktleugast, M;1;0,1;0
09477139;Marktschorgast, M;1;0,2;0
09477142;Neudrossenfeld;2;4,3;56
09477143;Neuenmarkt;2;2,7;0
09477148;Presseck, M;0;0,0;0
09477151;Rugendorf;1;0,2;0
09477156;Stadtsteinach, St;2;2,0;0
09477157;Thurnau, M;3;0,7;0
09477158;Trebgast;0;0,0;0
09477159;Untersteinach;0;0,0;0
09477163;Wirsberg, M;0;0,0;0
09477164;Wonsees, M;0;0,0;0
09478111;Altenkunstadt;2;0,1;0
09478116;Burgkunstadt, St;3;2,3;0
09478120;Ebensfeld, M;7;1,7;0
09478127;Hochstadt a.Main;0;0,0;0
09478139;Lichtenfels, St;10;4,9;2
09478143;Marktgraitz, M;0;0,0;0
09478144;Marktzeuln, M;0;0,0;0
09478145;Michelau i.OFr.;1;0,1;0
09478155;Redwitz a.d.Rodach;1;0,1;0
09478165;Bad Staffelstein, St;6;8,8;0
09478176;Weismain, St;3;0,4;0
09478444;Gem.fr. Geb. Lichtenfels;0;0,0;0
09479111;Bad Alexandersbad;1;5,7;0
09479112;Arzberg, St;1;0,2;0
09479126;Höchstädt i.Fichtelgebirge;0;0,0;0
09479127;Hohenberg a.d.Eger, St;2;13,8;0
09479129;Kirchenlamitz, St;0;0,0;0
09479135;Marktleuthen, St;5;2,4;0
09479136;Marktredwitz, GKSt;8;7,3;0
09479138;Nagel;0;0,0;0
09479145;Röslau;1;0,1;0
09479147;Schirnding, M;0;0,0;0
09479150;Schönwald, St;0;0,0;0
09479152;Selb, GKSt;2;0,5;0
09479158;Thiersheim, M;2;0,2;0
09479159;Thierstein, M;1;0,1;0
09479161;Tröstau;0;0,0;0
09479166;Weißenstadt, St;4;1,5;0
09479169;Wunsiedel, St;8;5,8;0
09479444;Gem.fr. Geb. Wunsiedel i.Fichtelgebirge;0;0,0;0
09561000;Ansbach;13;23,6;0
09562000;Erlangen;23;69,9;16
09563000;Fürth;29;49,9;3
09564000;Nürnberg;108;252,9;33
09565000;Schwabach;11;11,4;0
09571111;Adelshofen;0;0,0;0
09571113;Arberg, M;1;0,2;0
09571114;Aurach;2;0,9;0
09571115;Bechhofen, M;4;2,3;0
09571122;Bruckberg;1;1,3;0
09571125;Buch a.Wald;0;0,0;0
09571127;Burgoberbach;1;0,2;0
09571128;Burk;0;0,0;0
09571130;Colmberg, M;0;0,0;0
09571132;Dentlein a.Forst, M;0;0,0;0
09571134;Diebach;0;0,0;0
09571135;Dietenhofen, M;1;0,4;0
09571136;Dinkelsbühl, GKSt;6;6,0;0
09571137;Dombühl, M;2;3,4;0
09571139;Dürrwangen, M;2;1,0;0
09571141;Ehingen;1;0,1;0
09571145;Feuchtwangen, St;12;13,2;0
09571146;Flachslanden, M;0;0,0;0
09571152;Gebsattel;0;0,0;0
09571154;Gerolfingen;3;2,0;0
09571155;Geslau;1;0,8;0
09571165;Heilsbronn, St;1;2,1;0
09571166;Herrieden, St;6;16,1;0
09571169;Insingen;1;0,2;0
09571170;Langfurth;3;1,3;0
09571171;Lehrberg, M;1;1,4;0
09571174;Leutershausen, St;3;4,8;0
09571175;Lichtenau, M;2;1,0;0
09571177;Merkendorf, St;2;0,3;0
09571178;Mitteleschenbach;1;0,1;0
09571179;Mönchsroth;1;0,5;0
09571180;Neuendettelsau;4;1,5;0
09571181;Neusitz;0;0,0;0
09571183;Oberdachstetten;0;0,0;0
09571188;Ohrenbach;0;0,0;0
09571189;Ornbau, St;1;0,5;0
09571190;Petersaurach;3;3,8;0
09571192;Röckingen;0;0,0;0
09571193;Rothenburg ob der Tauber, GKSt;3;2,8;0
09571194;Rügland;0;0,0;0
09571196;Sachsen b.Ansbach;1;0,5;0
09571198;Schillingsfürst, St;0;0,0;0
09571199;Schnelldorf;1;0,9;0
09571200;Schopfloch, M;1;0,1;0
09571205;Steinsfeld;1;2,8;0
09571208;Unterschwaningen;0;0,0;0
09571214;Wassertrüdingen, St;4;1,7;1
09571216;Weidenbach, M;1;0,3;0
09571217;Weihenzell;1;2,1;0
09571218;Weiltingen, M;3;1,3;0
09571222;Wettringen;0;0,0;0
09571223;Wieseth;1;0,3;0
09571224;Wilburgstetten;1;1,3;0
09571225;Windelsbach;0;0,0;0
09571226;Windsbach, St;3;1,8;1
09571227;Wittelshofen;1;0,8;0
09571228;Wörnitz;0;0,0;0
09571229;Wolframs-Eschenbach, St;1;0,1;0
09571444;Gem.fr. Geb. Ansbach;0;0,0;0
09572111;Adelsdorf;2;1,0;0
09572114;Aurachtal;1;1,0;0
09572115;Baiersdorf, St;2;0,9;0
09572119;Bubenreuth;2;0,6;0
09572120;Buckenhof;0;0,0;0
09572121;Eckental, M;12;7,7;4
09572126;Gremsdorf;1;0,1;0
09572127;Großenseebach;1;0,4;0
09572130;Hemhofen;3;0,6;1
09572131;Heroldsberg, M;2;6,4;2
09572132;Herzogenaurach, St;8;8,0;0
09572133;Heßdorf;2;0,3;0
09572135;Höchstadt a.d.Aisch, St;4;5,0;0
09572137;Kalchreuth;1;0,4;1
09572139;Lonnerstadt, M;3;1,8;0
09572141;Marloffstein;0;0,0;0
09572142;Möhrendorf;1;0,6;1
09572143;Mühlhausen, M;2;0,4;1
09572147;Oberreichenbach;2;0,9;0
09572149;Röttenbach;8;2,9;5
09572154;Spardorf;0;0,0;0
09572158;Uttenreuth;1;0,7;0
09572159;Vestenbergsgreuth, M;3;0,8;0
09572160;Wachenroth, M;0;0,0;0
09572164;Weisendorf, M;3;1,2;0
09572444;Gem.fr. Geb. Erlangen-Höchstadt;0;0,0;0
09573111;Ammerndorf, M;1;0,1;0
09573114;Cadolzburg, M;4;1,8;0
09573115;Großhabersdorf;2;2,3;0
09573120;Langenzenn, St;3;2,0;0
09573122;Oberasbach, St;1;0,8;0
09573123;Obermichelbach;2;1,7;1
09573124;Puschendorf;1;0,1;0
09573125;Roßtal, M;6;4,5;0
09573126;Seukendorf;0;0,0;0
09573127;Stein, St;3;1,9;0
09573129;Tuchenbach;0;0,0;0
09573130;Veitsbronn;4;2,1;0
09573133;Wilhermsdorf, M;8;4,2;0
09573134;Zirndorf, St;1;0,3;0
09574111;Alfeld;1;0,1;0
09574112;Altdorf b.Nürnberg, St;10;5,9;1
09574117;Burgthann;2;2,2;0
09574120;Engelthal;1;0,9;0
09574123;Feucht, M;5;4,1;0
09574128;Happurg;4;0,7;0
09574129;Hartenstein;3;0,5;0
09574131;Henfenfeld;1;0,9;0
09574132;Hersbruck, St;4;6,0;2
09574135;Kirchensittenbach;1;0,1;0
09574138;Lauf a.d.Pegnitz, St;6;9,6;0
09574139;Leinburg;6;3,6;0
09574140;Neuhaus a.d.Pegnitz, M;2;0,4;0
09574141;Neunkirchen a.Sand;1;1,1;0
09574145;Offenhausen;2;0,2;0
09574146;Ottensoos;3;0,4;0
09574147;Pommelsbrunn;2;0,3;0
09574150;Reichenschwand;2;0,6;1
09574152;Röthenbach a.d.Pegnitz, St;3;1,1;1
09574154;Rückersdorf;1;0,4;0
09574155;Schnaittach, M;4;1,6;0
09574156;Schwaig b.Nürnberg;6;2,4;0
09574157;Schwarzenbruck;2;1,2;0
09574158;Simmelsdorf;3;0,7;0
09574160;Velden, St;2;1,5;0
09574161;Vorra;0;0,0;0
09574164;Winkelhaid;2;0,5;0
09574444;Gem.fr. Geb. Nürnberger Land;0;0,0;0
09575112;Bad Windsheim, St;2;3,8;0
09575113;Baudenbach, M;0;0,0;0
09575115;Burgbernheim, St;4;14,7;0
09575116;Burghaslach, M;2;1,1;0
09575117;Dachsbach, M;1;0,3;0
09575118;Diespeck;0;0,0;0
09575119;Dietersheim;2;0,3;0
09575121;Emskirchen, M;2;0,3;0
09575122;Ergersheim;0;0,0;0
09575124;Gallmersgarten;1;0,1;0
09575125;Gerhardshofen;1;0,2;0
09575127;Gollhofen;1;0,1;0
09575128;Gutenstetten;1;0,2;0
09575129;Hagenbüchach;1;0,2;0
09575130;Hemmersheim;0;0,0;0
09575133;Illesheim;0;0,0;0
09575134;Ippesheim, M;2;2,2;0
09575135;Ipsheim, M;1;0,2;0
09575138;Langenfeld;0;0,0;0
09575143;Marktbergel, M;1;0,2;0
09575144;Markt Bibart, M;0;0,0;0
09575145;Markt Erlbach, M;3;1,0;0
09575146;Markt Nordheim, M;0;0,0;0
09575147;Markt Taschendorf, M;0;0,0;0
09575150;Münchsteinach;0;0,0;0
09575152;Neuhof a.d.Zenn, M;0;0,0;0
09575153;Neustadt a.d.Aisch, St;0;0,0;0
09575155;Oberickelsheim;0;0,0;0
09575156;Obernzenn, M;1;0,2;0
09575157;Oberscheinfeld, M;2;6,7;0
09575161;Scheinfeld, St;2;1,2;0
09575163;Simmershofen;1;0,1;0
09575165;Sugenheim, M;1;0,5;0
09575166;Trautskirchen;0;0,0;0
09575167;Uehlfeld, M;0;0,0;0
09575168;Uffenheim, St;2;2,7;0
09575179;Weigenheim;0;0,0;0
09575181;Wilhelmsdorf;1;0,2;0
09575444;Gem.fr. Geb. Neustadt a.d.Aisch-Bad Windsheim;0;0,0;0
09576111;Abenberg, St;8;5,8;3
09576113;Allersberg, M;8;8,4;2
09576117;Büchenbach;2;2,9;0
09576121;Georgensgmünd;10;6,1;0
09576122;Greding, St;12;5,2;0
09576126;Heideck, St;9;2,4;0
09576127;Hilpoltstein, St;17;15,0;0
09576128;Kammerstein;2;0,7;1
09576132;Schwanstetten, M;2;1,4;0
09576137;Rednitzhembach;1;0,2;0
09576141;Röttenbach;5;16,5;1
09576142;Rohr;4;2,0;0
09576143;Roth, St;11;59,7;35
09576147;Spalt, St;6;4,9;0
09576148;Thalmässing, M;5;5,9;0
09576151;Wendelstein, M;7;7,4;0
09576444;Gem.fr. Geb. Roth;0;0,0;0
09577111;Absberg, M;1;0,1;0
09577113;Alesheim;0;0,0;0
09577114;Muhr a.See;0;0,0;0
09577115;Bergen;3;1,4;0
09577120;Burgsalach;2;0,3;0
09577122;Dittenheim;4;2,6;0
09577125;Ellingen, St;3;1,9;1
09577127;Ettenstatt;1;0,1;0
09577133;Gnotzheim, M;0;0,0;0
09577136;Gunzenhausen, St;13;11,8;0
09577138;Haundorf;1;0,2;0
09577140;Heidenheim, M;0;0,0;0
09577141;Höttingen;2;0,6;0
09577148;Langenaltheim;2;0,5;0
09577149;Markt Berolzheim, M;0;0,0;0
09577150;Meinheim;1;0,5;0
09577151;Nennslingen, M;1;0,1;0
